id,activities_id,height_id,sky_id,observer_id,timestamp,address_country,address_state,location,see_aurora,sky_other,time_start,time_end,on_going,height_other,activities_other,colors_other,types_other,comment,image,st_y,st_x,colors,types
866,,,clea,1143,2015-03-18 01:17:08.226416+00,United States,DE,0101000020E6100000049270B236EE52C09DE447091E9E4340,f,,2015-03-18 00:15:00+00,2015-03-18 01:30:00+00,f,,,,,,n,39.23529163,-75.72208844,,
1041,acti,n45,,,2015-03-29 13:19:43.056093+00,United States,NY,0101000020E6100000D38C6C0C1F6853C012353BE02C924540,t,,2015-03-18 00:15:00+00,2015-03-18 04:00:00+00,f,,,Purple,,,y,43.1419945,-77.62689505,"red, gree","glow, arcs, patc"
857,,,clea,1275,2015-03-18 00:42:36.651276+00,United States,NJ,0101000020E610000016685C911CBC52C01D8DC9028AF74340,f,,2015-03-18 00:30:00+00,2015-03-18 00:45:00+00,f,,,,,,n,39.93389926,-74.93924364,,
870,quie,n,,1316,2015-03-18 01:39:20.162501+00,United States,PA,0101000020E610000020648ED7198253C011D1AD9283044440,t,,2015-03-18 00:30:00+00,2015-03-18 01:15:00+00,f,,,,,Didn't see much to the naked eye besides a glow.,y,40.03526529,-78.03282727,"red, gree, pink",glow
860,,,clea,1288,2015-03-18 00:57:51.031227+00,United States,MD,0101000020E6100000DB6E4277C2F452C03077E27D097A4340,f,,2015-03-18 00:45:00+00,2015-03-18 01:00:00+00,f,,,,,,n,38.95341466,-75.82436925,,
867,,,,154,2015-03-18 01:00:00+00,Ireland,Ballyshannon,0101000020E61000006EA6423C126720C0FBAF73D366404B40,t,,2015-03-18 00:45:00+00,2015-03-18 01:00:00+00,f,,,,,Facebook sighting on AuroraWatch UK by Jonny Dietz,n,54.503138,-8.201311,,
893,quie,n,,1361,2015-03-18 02:44:11.735546+00,United States,NY,0101000020E6100000A999B40F424553C0B681BA8C83894540,t,,2015-03-18 01:00:00+00,2015-03-18 02:45:00+00,t,,,some purple,,,y,43.07432708,-77.08215706,gree,glow
868,quie,n,,1310,2015-03-18 01:29:07.178737+00,United States,MI,0101000020E61000004F0A5FD7AA5155C0A6ADE7D15BD24540,t,,2015-03-18 01:15:00+00,2015-03-18 01:30:00+00,f,,,,,,n,43.64342712,-85.27605233,gree,arcs
872,,,clea,1318,2015-03-18 01:39:48.177323+00,United States,PA,0101000020E6100000D8830E6F2FCA52C066581782B7F94340,f,,2015-03-18 01:30:00+00,2015-03-18 01:45:00+00,f,,,,,,n,39.95091272,-75.15914513,,
876,,,clea,1326,2015-03-18 01:56:02.810039+00,United States,MA,0101000020E6100000D7E2E47CEEE751C00A9348C8E6364540,f,,2015-03-18 01:30:00+00,2015-03-18 01:45:00+00,f,,,,,,n,42.42891792,-71.62393114,,
886,quie,n,,1319,2015-03-18 02:30:22.932466+00,United States,MI,0101000020E6100000952E401E132455C093B6485B2A7E4540,t,,2015-03-18 01:30:00+00,2015-03-18 01:45:00+00,t,,,,,,n,42.98566762,-84.56366688,gree,glow
875,quie,n45,,1190,2015-03-18 01:50:25.559101+00,United States,NY,0101000020E6100000C1699C6AAB7252C0F2070CA9308A4540,t,,2015-03-18 01:45:00+00,2015-03-18 01:45:00+00,f,,,,,,n,43.07961,-73.79171243,gree,patc
881,quie,n,,1306,2015-03-18 02:18:04.379482+00,United States,MI,0101000020E6100000E69719AF3F6955C0D5C4E9399D604640,t,,2015-03-18 02:00:00+00,2015-03-18 02:15:00+00,t,,,Blue,,,n,44.75479816,-85.64451196,"whit, gree","arcs, glow"
892,quie,n,,969,2015-03-18 02:44:10.809842+00,United States,MN,0101000020E61000002FFB22E1196F57C0360C6B0E3EBC4640,t,,2015-03-18 02:00:00+00,2015-03-18 02:45:00+00,t,,,Orange,,,n,45.47064381,-93.73595456,gree,"glow, arcs"
902,very,whol,,560,2015-03-18 03:06:01.204974+00,Canada,AB,0101000020E61000004313EBE617D95BC0CDAB8DA7575C4C40,t,,2015-03-18 02:00:00+00,2015-03-18 03:15:00+00,t,,,,,,n,56.721425,-111.3920839,"red, gree, pink","glow, arcs, patc"
903,very,over,,924,2015-03-18 03:06:13.021347+00,Canada,MB,0101000020E61000007DE3D4E9CF2158C03D516378EEA24840,t,,2015-03-18 02:00:00+00,2015-03-18 03:15:00+00,f,,,Purple,,Absolutely vibrant and beautiful!,n,49.27290253,-96.52831503,"gree, pink","glow, arcs, patc"
925,quie,n,,,2015-03-18 05:40:20.862021+00,Canada,ON,0101000020E610000076881CBE845854C07C732AC2813D4640,t,,2015-03-18 02:00:00+00,2015-03-18 05:30:00+00,f,,,,,,n,44.48052241,-81.38310197,"gree, pink",glow
951,acti,n,,1438,2015-03-18 13:43:38.734884+00,United States,WI,0101000020E610000024FF47A7FDE955C07B96A455538A4640,t,,2015-03-18 02:00:00+00,2015-03-18 07:30:00+00,f,,,,,,y,45.08066817,-87.65610678,"red, gree",glow
882,acti,n45,,1072,2015-03-18 02:18:18.030491+00,United States,MN,0101000020E6100000D887E69C0CF856C00328C4C5BBF24740,t,,2015-03-18 02:15:00+00,2015-03-18 02:30:00+00,t,,,,,,n,47.89635536,-91.87576983,gree,"arcs, glow, patc"
885,,,,1357,2015-03-18 02:28:47.883126+00,United States,IA,0101000020E61000001BE09DF8E01A58C0D363BD4FEB3E4540,f,,2015-03-18 02:15:00+00,2015-03-18 02:30:00+00,f,,,,,,n,42.49155614,-96.41998115,,
887,quie,n,,970,2015-03-18 02:32:21.715479+00,United States,IN,0101000020E610000011454583C63E55C0DD86A567CC9A4440,t,,2015-03-18 02:15:00+00,2015-03-18 02:30:00+00,t,,,,,,n,41.20936294,-84.98086626,gree,glow
915,quie,n,,1391,2015-03-18 04:16:05.431123+00,Canada,QC,0101000020E61000005663D28564D651C02F3A4DEE91614740,t,,2015-03-18 02:15:00+00,2015-03-18 03:30:00+00,f,,,,,Observed in Quebec city.,n,46.76226596,-71.34988542,gree,glow
979,,n,,1451,2015-03-19 16:08:20.64393+00,United States,VA,0101000020E6100000729F23E7EA2254C048278C0FB1AC4240,t,,2015-03-18 02:15:00+00,2015-03-18 02:30:00+00,f,,,,,"To the naked eye, i was only able to see a possible faint glow. However, the picture that i took shows much more than that. It was a 30 second exposure.",y,37.34915346,-80.54558733,"red, gree",glow
996,very,,,,2015-03-21 19:07:02.354301+00,Canada,AB,0101000020E610000012A708BCE1D95BC00CC109C3FB594C40,t,,2015-03-18 02:15:00+00,2015-03-21 09:00:00+00,f,,,,,,y,56.70299566,-111.4044027,"red, gree",arcs
884,acti,n,,242,2015-03-18 02:27:20.112538+00,United States,MN,0101000020E61000005848F8D95E6A57C0014ACAE884DE4640,t,,2015-03-18 02:30:00+00,2015-03-18 02:30:00+00,t,,,,,,n,45.73843107,-93.66203927,"gree, pink","glow, patc"
888,very,n45,,911,2015-03-18 02:37:02.420783+00,Canada,AB,0101000020E61000008D6D09F812615CC01F97E32537C44A40,t,,2015-03-18 02:30:00+00,2015-03-18 02:45:00+00,f,,,,,,n,53.53293298,-113.5167828,gree,glow
889,,,,1358,2015-03-18 02:39:54.409717+00,United States,WI,0101000020E6100000EA3FDEAE3C4256C05350226CFD3F4540,f,,2015-03-18 02:30:00+00,2015-03-18 02:45:00+00,f,,,,,,n,42.49992134,-89.0349538,,
891,,,,433,2015-03-18 02:42:06.088164+00,Canada,AB,0101000020E61000006192ADAFA96E5CC0C885C79C82AB4A40,t,,2015-03-18 02:30:00+00,2015-03-18 02:45:00+00,t,,,,,,n,53.33992347,-113.7291068,,
895,,,,1261,2015-03-18 02:45:05.252624+00,United States,NJ,0101000020E6100000F3B60B28619152C077E6AEAB46E14340,f,,2015-03-18 02:30:00+00,2015-03-18 02:45:00+00,f,,,,,,n,39.7599692,-74.27155496,,
896,,,clea,1016,2015-03-18 02:46:51.022596+00,United States,NJ,0101000020E6100000C8BD5CFDA1B952C00E3BDC054AF64340,f,,2015-03-18 02:30:00+00,2015-03-18 02:45:00+00,f,,,,,,n,39.924134,-74.90051207,,
904,quie,n,,1333,2015-03-18 03:07:24.678967+00,Canada,ON,0101000020E610000024799540A0DE53C00361BA6719064640,t,,2015-03-18 02:30:00+00,2015-03-18 03:00:00+00,f,,,,,,n,44.0476503,-79.47853102,gree,glow
906,quie,n45,,1189,2015-03-18 03:16:30.031508+00,United States,NJ,0101000020E610000019A05C2F3A9D52C0CB520ACACE974440,t,,2015-03-18 02:30:00+00,2015-03-18 02:30:00+00,f,,,,,,y,41.18599821,-74.45667633,red,
907,quie,n45,,1189,2015-03-18 03:19:09.743903+00,United States,NJ,0101000020E61000009C749C0A9E9B52C09175E2F307984440,t,,2015-03-18 02:30:00+00,2015-03-18 02:30:00+00,f,,,,,,y,41.1877427,-74.43152108,red,
962,very,whol,,1494,2015-03-19 03:08:23.229106+00,Canada,AB,0101000020E6100000EACD7F579F3A5CC04D54337903CC4A40,t,,2015-03-18 02:30:00+00,2015-03-18 09:45:00+00,f,,,"Purple, Blue",Corona,,y,53.593856,-112.9159755,"whit, gree, pink","glow, arcs, patc"
897,,over,,998,2015-03-18 02:48:52.412546+00,Canada,AB,0101000020E61000004960E988E8D85BC07E788F8AD1594C40,t,,2015-03-18 02:45:00+00,2015-03-18 03:00:00+00,t,,,,,,n,56.70170719,-111.3891928,gree,arcs
900,,,,1264,2015-03-18 02:58:43.26682+00,United States,NJ,0101000020E61000001767502F65C652C0D8408D2395DB4340,f,Clear,2015-03-18 02:45:00+00,2015-03-18 03:00:00+00,f,,,,,,n,39.71548886,-75.09992583,,
918,,,clea,1395,2015-03-18 04:26:49.273513+00,United States,MN,0101000020E61000004F798C228C6C57C0D8A912AD0A754640,f,,2015-03-18 02:45:00+00,2015-03-18 04:15:00+00,f,,,,,,n,44.91438831,-93.69605316,,
901,acti,n,,247,2015-03-18 03:01:25.727586+00,Canada,AB,0101000020E6100000325F654014895CC0D00DFC8874E34940,t,,2015-03-18 03:00:00+00,2015-03-18 03:15:00+00,t,,,,,,y,51.77699387,-114.1418611,"red, gree",arcs
905,,,clea,1302,2015-03-18 03:08:29.515919+00,United States,PA,0101000020E610000096BEFB34F13853C05301D6CF66274440,f,,2015-03-18 03:00:00+00,2015-03-18 03:15:00+00,f,,,,,,n,40.30782507,-76.8897221,,
909,quie,over,,247,2015-03-18 03:23:35.283499+00,Canada,AB,0101000020E61000006C1FA2F5DA875CC0A9EAECA0B2E34940,t,,2015-03-18 03:00:00+00,2015-03-18 03:15:00+00,f,,,,proton arc,,y,51.77888881,-114.1227392,gree,
910,,,clea,1362,2015-03-18 03:41:22.867471+00,United States,NJ,0101000020E6100000F6CE116A548552C0BF2280E57C7C4440,f,Nothing yet still looking and hoping,2015-03-18 03:00:00+00,2015-03-18 03:45:00+00,f,,,,,,n,40.97256154,-74.08327724,,
908,,,clea,1054,2015-03-18 03:22:22.28265+00,United States,CT,0101000020E6100000AB3E62AA234E52C0AC2D5B65C7AA4440,f,,2015-03-18 03:15:00+00,2015-03-18 03:30:00+00,f,,,,,,n,41.33421008,-73.22092685,,
949,acti,over,,1004,2015-03-18 12:26:49.521012+00,Canada,AB,0101000020E610000048859F82173A5CC0654E1EDA64CD4A40,t,,2015-03-18 03:15:00+00,2015-03-18 06:30:00+00,f,,,,,,n,53.60464026,-112.907685,"red, whit, gree","glow, arcs"
911,,,clea,1302,2015-03-18 03:48:15.707008+00,United States,PA,0101000020E610000087C3D652993853C01CD792767A264440,f,,2015-03-18 03:30:00+00,2015-03-18 03:45:00+00,f,,,,,,n,40.30061228,-76.88435813,,
914,quie,n45,,1005,2015-03-18 04:08:26.100819+00,Canada,AB,0101000020E610000008E094EC3D615CC02FAB33C8D5C34A40,t,,2015-03-18 04:00:00+00,2015-03-18 04:15:00+00,t,,,,,,n,53.52996161,-113.5194045,gree,"glow, arcs"
941,quie,n45,,1420,2015-03-18 08:38:37.14106+00,Canada,AB,0101000020E61000001DBB2ED8E62E5CC0D95DF108FAB84940,t,,2015-03-18 04:00:00+00,2015-03-18 05:45:00+00,f,,,,,,n,51.44513046,-112.7328396,gree,glow
946,very,whol,,1429,2015-03-18 11:29:08.13741+00,Canada,NT,0101000020E6100000F505429A7EF25CC08CE956345B684E40,t,,2015-03-18 04:00:00+00,2015-03-18 06:30:00+00,f,,,,,,n,60.81528334,-115.7889772,"whit, gree, pink","glow, arcs"
1044,quie,n,,,2015-03-29 14:47:15.281048+00,Canada,ON,0101000020E610000044F04B237A1F53C004764FA7C51A4640,t,,2015-03-18 04:00:00+00,2015-03-18 06:00:00+00,f,,,,12am - distinct arcs according to camera. 2am - diffuse glow and pulsating. ,My Timelapse looked like it was active with distinct arcs at 12am. Became an exploding blob at 2am. You can see my timelapse on my instagram: @javin_lau,y,44.20915691,-76.4918297,"red, gree","arcs, glow, patc"
916,,,clea,1394,2015-03-18 04:23:18.97237+00,United States,PA,0101000020E6100000A299127BFCE252C09C5DA25DEE7B4440,f,,2015-03-18 04:15:00+00,2015-03-18 04:30:00+00,f,,,,,,n,40.96821185,-75.5466602,,
917,,,clea,1394,2015-03-18 04:26:24.391704+00,United States,PA,0101000020E61000008A4ACA6223E452C0BB184C85097C4440,f,,2015-03-18 04:15:00+00,2015-03-18 04:30:00+00,f,,,,,,n,40.96904055,-75.56465978,,
919,quie,n45,,1397,2015-03-18 04:30:00.399583+00,Canada,AB,0101000020E61000003991219D47595CC0E1AC026DBFCA4A40,t,,2015-03-18 04:15:00+00,2015-03-18 04:30:00+00,t,,,,,,n,53.58396685,-113.394996,gree,"arcs, glow"
920,,,clea,1396,2015-03-18 04:30:24.395051+00,United States,MD,0101000020E6100000F66292C5672D53C0EB0EC366AD894340,f,,2015-03-18 04:15:00+00,2015-03-18 04:30:00+00,f,,,,,,n,39.07560429,-76.70945873,,
953,acti,n,,1005,2015-03-18 19:01:14.140805+00,Canada,AB,0101000020E61000002696BB00BF605CC015ECE8D623C54A40,t,,2015-03-18 04:30:00+00,2015-03-18 05:00:00+00,f,,,,,,y,53.54015623,-113.5116579,gree,"glow, arcs"
921,very,whol,,1399,2015-03-18 05:07:44.021164+00,United States,VA,0101000020E6100000BB0C19DF1F8853C0AB463A553B1D4340,t,,2015-03-18 05:00:00+00,2015-03-18 05:15:00+00,t,,,Orange ,,,n,38.2283732,-78.12694528,"red, gree, pink",glow
923,quie,over,,1322,2015-03-18 05:22:52.16459+00,United States,AK,0101000020E6100000BACB5F7BF4DE61C0B2576AD699A74E40,t,,2015-03-18 05:00:00+00,2015-03-18 05:15:00+00,t,,,,Band,Still very faint,n,61.30938225,-142.967344,gree,
924,quie,n45,,1003,2015-03-18 05:32:58.592924+00,Canada,AB,0101000020E6100000078F9F5633515CC05A9A85E036DA4940,t,,2015-03-18 05:00:00+00,2015-03-18 05:30:00+00,t,,,,,,n,51.70479971,-113.2687584,"red, gree",patc
983,,n,,154,2015-03-19 18:17:17.081002+00,United States,OR,0101000020E6100000957E2E5B34565EC0FF255C4A53064640,t,,2015-03-18 05:00:00+00,2015-03-18 05:15:00+00,f,,,,,Facebook sighting on Aurora Lovers by Rebecca Oprish Photography,n,44.04941682,-121.3469456,"gree, pink",glow
927,quie,n,,1419,2015-03-18 06:17:19.846852+00,Canada,MB,0101000020E6100000DF617115E13858C0E73DCFB490014940,t,,2015-03-18 05:30:00+00,2015-03-18 06:15:00+00,t,,,,,,n,50.01222859,-96.88873802,"whit, gree","glow, arcs, patc"
935,acti,n45,,,2015-03-18 07:21:10.751863+00,Canada,YT,0101000020E61000001AFB2AB3816F61C06B69E7DE29035040,t,,2015-03-18 05:30:00+00,2015-03-18 06:45:00+00,f,,,,,,y,64.04943059,-139.4845825,"whit, pink",glow
936,acti,n45,,1153,2015-03-18 07:24:15.55728+00,Canada,YT,0101000020E6100000A5669F5C056E61C0809D3649B8025040,t,,2015-03-18 05:30:00+00,2015-03-18 07:00:00+00,f,,,,,,y,64.04249792,-139.4381545,"whit, gree, pink","glow, arcs"
926,,n45,,939,2015-03-18 06:12:01.72743+00,Canada,AB,0101000020E6100000903F57C812825CC0F9871FD34DA54940,t,,2015-03-18 05:45:00+00,2015-03-18 06:00:00+00,t,,,,,Very faintly visible.   Waiting for something to happen ,n,51.29143752,-114.0323964,gree,glow
928,,,,719,2015-03-18 06:31:52.467872+00,United States,AK,0101000020E6100000A6C4BE4030A562C06B4272F320CA4E40,t,,2015-03-18 05:45:00+00,2015-03-18 06:15:00+00,t,,,,,,n,61.57913058,-149.1621402,"red, gree",
943,very,whol,,,2015-03-18 09:41:14.792425+00,Sverige,Stockholms l_ùn,0101000020E6100000865C424D0ACA314099B74D5140804D40,t,,2015-03-18 05:45:00+00,2015-03-18 13:00:00+00,f,,,,,,n,59.00196282,17.78921969,"whit, gree, pink","glow, arcs, patc"
1059,very,over,,1620,2015-03-30 19:02:59.965049+00,United States,AK,0101000020E6100000081977038D7C62C06329DA5AD6345040,t,,2015-03-18 05:45:00+00,2015-03-30 19:00:00+00,t,,,blue,,,y,64.82558318,-147.8922136,"red, whit, gree, pink","glow, arcs"
929,,,,115,2015-03-18 06:38:39.054888+00,Antarctica,,0101000020E6100000A11269F32AE660C0E5605CEEB8B754C0,f,,2015-03-18 06:30:00+00,2015-03-18 06:45:00+00,f,,,,,,n,-82.8706623,-135.192743,,
930,acti,n45,,,2015-03-18 06:40:32.201976+00,United States,AK,0101000020E6100000A9A28012497A62C0D91CB43E8F385040,t,,2015-03-18 06:30:00+00,2015-03-18 06:45:00+00,f,,,,,Tall rays with enhanced layers,n,64.88374298,-147.82142,"whit, gree",arcs
931,quie,over,,,2015-03-18 06:47:51.208819+00,United States,AK,0101000020E6100000DF07A75CF2BC62C0453C38FE849B4E40,t,,2015-03-18 06:30:00+00,2015-03-18 06:45:00+00,t,,,,,It's light polluted around me. Going out to.get away from the lights!,n,61.21499613,-149.9045852,whit,glow
937,quie,over,,370,2015-03-18 07:29:13.9969+00,United States,AK,0101000020E61000007073FA6D72BD62C060B45AD750944E40,t,,2015-03-18 06:45:00+00,2015-03-18 07:00:00+00,t,,,,,,n,61.15871708,-149.9202185,gree,arcs
932,quie,n45,,430,2015-03-18 07:05:35.972671+00,United States,AK,0101000020E61000004E1EFAE6FE6E62C076FEA1B3BF465040,t,,2015-03-18 07:00:00+00,2015-03-18 07:15:00+00,f,,,,,,n,65.10545054,-147.468616,gree,glow
952,quie,over,,1454,2015-03-18 18:02:48.668034+00,Canada,AB,0101000020E61000008B84500BD40C5DC068C063357CB44940,t,,2015-03-18 08:00:00+00,2015-03-18 08:45:00+00,t,,,,,,n,51.41004054,-116.2004422,whit,"glow, patc"
1086,quie,n,,,2015-04-07 08:10:18.079134+00,Canada,BC,0101000020E6100000724A626B49C85EC0E83BBA42C6A34840,t,,2015-03-18 08:00:00+00,2015-03-18 09:00:00+00,f,,,,,,y,49.27948794,-123.1294812,gree,glow
1088,quie,n,,1731,2015-04-07 21:43:14.244549+00,Canada,BC,0101000020E6100000E0EE0A477CC85EC0EE7489B702A34840,t,,2015-03-18 08:00:00+00,2015-03-18 09:00:00+00,f,,,,,,y,49.27352041,-123.1325853,gree,glow
939,,,,,2015-03-18 08:17:32.149404+00,Canada,AB,0101000020E610000027258E568C875CC041CAC592BA844940,f,,2015-03-18 08:15:00+00,2015-03-18 08:30:00+00,f,,,,,,n,51.03694377,-114.1179406,,
947,very,over,,513,2015-03-18 11:31:43.26948+00,Canada,AB,0101000020E6100000B53C89416D4E5CC0A059B702D5314A40,t,,2015-03-18 08:30:00+00,2015-03-18 09:30:00+00,f,,,,,,n,52.38931307,-113.2254185,"red, whit, gree, pink",
948,very,over,,513,2015-03-18 11:33:31.746783+00,Canada,AB,0101000020E61000002F71F9B7804D5CC0AA0D710EA1314A40,t,,2015-03-18 08:30:00+00,2015-03-18 09:30:00+00,f,,,,,,y,52.38772755,-113.2109814,"red, whit, gree, pink",
942,acti,n,,1257,2015-03-18 08:47:06.252097+00,United States,AK,0101000020E6100000F60BABFA68B562C0F5DA0F5E189B4E40,t,,2015-03-18 08:45:00+00,2015-03-18 09:00:00+00,t,,,,,If you are by Jber look to the mountain with the star that is where I was seeing them,n,61.21168113,-149.6690648,"whit, gree",
958,quie,over,,595,2015-03-18 21:49:02.561276+00,Schweden,V_ùsterbottens l_ùn,0101000020E6100000BFA86D13A3BC32408459E0876F4A5040,t,,2015-03-18 21:45:00+00,2015-03-18 22:00:00+00,t,,,,,,n,65.1630573,18.73686334,gree,arcs
985,,,,154,2015-03-20 02:21:11.918316+00,United Kingdom,,0101000020E610000000FE32C9B92E0CC017ADAFCEDF3F4C40,t,,2015-03-18 23:00:00+00,2015-03-20 00:00:00+00,f,,,,,Facebook sighting on AuroraWatch UK by Aaron De la Haye.,n,56.49901756,-3.522815296,,
957,quie,n,,1361,2015-03-18 20:26:24.777157+00,United States,NY,0101000020E61000005544322D5C4653C04E5DF5F5D4844540,t,,2015-03-19 00:30:00+00,2015-03-19 03:00:00+00,f,,,,,This image shows a panorama from 3 pictures combined.,y,43.03774905,-77.09937601,gree,glow
959,,,,139,2015-03-19 01:32:55.492825+00,Antarctica,,0101000020E6100000CFA99F5392E260C0D56C196A30B854C0,f,,2015-03-19 01:30:00+00,2015-03-19 01:45:00+00,f,,,,,,n,-82.87795498,-135.0803621,,
961,,,,154,2015-03-19 03:05:33.281012+00,United Kingdom,,0101000020E6100000D6B3E1B71B6012C016E2DA3020FE4B40,t,,2015-03-19 02:45:00+00,2015-03-19 03:00:00+00,f,,,,,Facebook sighting on AuroraWatch UK by David Keown,n,55.98535739,-4.593855737,gree,glow
980,acti,whol,,1429,2015-03-19 16:12:41.206045+00,Canada,NT,0101000020E6100000D5A5D9AEA20A5CC0C17C826E27CD4F40,t,,2015-03-19 03:00:00+00,2015-03-19 08:00:00+00,f,,,,,,n,63.60276586,-112.1661794,"gree, pink","arcs, patc"
978,quie,n45,,,2015-03-19 14:28:34.14823+00,Canada,AB,0101000020E6100000511C26C4A2835CC0880E1194C4F54940,t,,2015-03-19 04:00:00+00,2015-03-19 05:45:00+00,f,,,,,,n,51.9200616,-114.0568095,gree,"glow, patc"
963,,,,1500,2015-03-19 05:23:04.334488+00,Canada,MB,0101000020E6100000CD70037CED4358C0290B8BE39CBF4840,f,,2015-03-19 04:30:00+00,2015-03-19 05:15:00+00,f,,,,,,n,49.49697537,-97.0613699,,
966,quie,n45,,1420,2015-03-19 06:48:23.421209+00,Canada,AB,0101000020E6100000A1BD279732815CC0AA65A12C8E784940,t,,2015-03-19 04:30:00+00,2015-03-19 06:15:00+00,f,,,,,,n,50.94183882,-114.0187128,"red, gree","arcs, glow"
967,acti,n,,1007,2015-03-19 06:50:43.115796+00,Canada,AB,0101000020E610000080342DA2DBB25CC029FA1B79FD984940,t,,2015-03-19 05:00:00+00,2015-03-19 07:00:00+00,f,,,,,,y,51.19523538,-114.7946554,"red, gree","glow, arcs"
964,,,,433,2015-03-19 05:26:23.868491+00,Canada,AB,0101000020E61000000C29EAFDB76F5CC00B03898F1DAE4A40,t,,2015-03-19 05:15:00+00,2015-03-19 05:15:00+00,t,,,,,,n,53.36027712,-113.745605,gree,
965,acti,n,,1005,2015-03-19 05:26:40.605259+00,Canada,AB,0101000020E6100000D492EBCFC0615CC0ED3FCBEB8DC54A40,t,,2015-03-19 05:15:00+00,2015-03-19 05:30:00+00,f,,,,Pillars,,n,53.54339359,-113.5273933,gree,arcs
960,quie,n45,,1488,2015-03-19 01:54:34.142118+00,Canada,AB,0101000020E610000042DA70A1633B5CC0460CC13110CD4A40,t,,2015-03-19 05:30:00+00,2015-03-19 05:45:00+00,f,,,,,,n,53.60205671,-112.927956,whit,
971,quie,n,,,2015-03-19 08:08:50.398745+00,Canada,AB,0101000020E6100000C44F51C7A7925CC05C27ADACB1B64940,t,,2015-03-19 05:45:00+00,2015-03-19 08:00:00+00,t,,,,pillars,,y,51.4272972,-114.2914904,"red, gree","arcs, glow"
968,acti,over,,719,2015-03-19 06:59:16.789183+00,United States,AK,0101000020E61000005BAFD9106EA462C0924CD3B946CA4E40,t,,2015-03-19 06:45:00+00,2015-03-19 07:00:00+00,t,,,,,,n,61.58028338,-149.1384358,"red, gree","arcs, patc"
972,quie,n,,,2015-03-19 08:09:50.511084+00,Canada,AB,0101000020E61000002C977D20D4E55CC00845B3654E964940,t,,2015-03-19 06:45:00+00,2015-03-19 07:00:00+00,t,,,,Beams,,n,51.17426749,-115.5910722,gree,
970,quie,n,,,2015-03-19 07:12:40.689169+00,Canada,AB,0101000020E61000001734020664855CC0483EFABE2B864940,t,,2015-03-19 07:00:00+00,2015-03-19 07:15:00+00,t,,,,,,n,51.04821002,-114.0842299,gree,glow
973,acti,n45,,370,2015-03-19 08:11:58.064727+00,United States,AK,0101000020E610000018AB871EB5C062C009900799AE964E40,t,,2015-03-19 07:15:00+00,2015-03-19 07:45:00+00,t,,,,Spikes,,n,61.1772033,-150.0221093,gree,arcs
982,,over,,154,2015-03-19 18:12:56.880046+00,United States,AK,0101000020E6100000C1FA660C27A162C06A059DF69DBE4E40,t,,2015-03-19 08:45:00+00,2015-03-19 09:00:00+00,f,,,,,Facebook sighting on Aurora Lovers by Sandee Rice,n,61.48919566,-149.0360167,"gree, pink",arcs
974,acti,n45,,1005,2015-03-19 09:23:12.572901+00,Canada,AB,0101000020E610000001344B0D62605CC0DE37A94FDFC44A40,t,,2015-03-19 09:15:00+00,2015-03-19 09:30:00+00,t,,,Filling the sky though not super bright,,,y,53.53806492,-113.5059846,gree,glow
977,acti,n45,,,2015-03-19 11:53:35.054538+00,United States,AK,0101000020E610000024C640EB36B162C039D4118B44B34E40,t,,2015-03-19 09:45:00+00,2015-03-19 10:45:00+00,f,,,,,,n,61.40052927,-149.537954,gree,"glow, patc"
984,acti,whol,,370,2015-03-20 02:20:59.575758+00,United States,AK,0101000020E6100000C508A17B3EBD62C023BACE3083964E40,t,,2015-03-19 10:30:00+00,2015-03-20 00:30:00+00,f,,,,,,n,61.17587862,-149.9138773,gree,arcs
981,,,clea,,2015-03-19 17:19:40.192994+00,United States,PA,0101000020E6100000914C0945D8CA52C04307B7059E2F4440,f,,2015-03-19 17:15:00+00,2015-03-19 17:30:00+00,f,,,,,,n,40.37200996,-75.16945005,,
993,acti,whol,,1429,2015-03-20 14:42:34.147946+00,Canada,NT,0101000020E6100000E9AC52181E6B5DC0AD0FA6003FAB4E40,t,,2015-03-20 04:00:00+00,2015-03-20 06:30:00+00,f,,,,,,n,61.33786018,-117.6737119,gree,"arcs, patc"
969,quie,over,,1153,2015-03-19 07:03:27.933364+00,Canada,YT,0101000020E61000001C86340CE06E61C07D27B6BACF025040,t,,2015-03-20 04:30:00+00,2015-03-20 06:00:00+00,f,,,,,,y,64.04392879,-139.4648496,"gree, pink",arcs
986,,,clea,1153,2015-03-20 05:33:35.881238+00,Canada,YT,0101000020E6100000287202B31C6F61C0FDE4334DB1035040,f,,2015-03-20 05:30:00+00,2015-03-20 05:45:00+00,f,,,,,Waiting patiently for the show to begin!,n,64.05769663,-139.4722533,,
987,very,over,,303,2015-03-20 06:30:29.950077+00,United States,AK,0101000020E610000032370499397A62C0CB2C2FC34E395040,t,,2015-03-20 06:15:00+00,2015-03-20 06:30:00+00,f,,,,,Nice early evening display,n,64.89543228,-147.819531,"gree, pink",arcs
989,acti,over,,1153,2015-03-20 06:54:49.075268+00,Canada,YT,0101000020E61000005D287BAF716F61C06E9E0AB23E035040,t,,2015-03-20 06:15:00+00,2015-03-20 07:00:00+00,f,,,,,,n,64.05070163,-139.4826276,"red, whit, gree","arcs, glow, patc"
990,quie,over,,,2015-03-20 07:08:19.779085+00,Canada,YT,0101000020E61000002338424C858F60C085B0D53FFDFB4E40,t,,2015-03-20 06:15:00+00,2015-03-20 06:30:00+00,f,,,,,,n,61.96866606,-132.4850217,gree,"arcs, patc"
