id,activities_id,height_id,sky_id,observer_id,timestamp,address_country,address_state,location,see_aurora,sky_other,time_start,time_end,on_going,height_other,activities_other,colors_other,types_other,comment,image,st_y,st_x,colors,types
2424,,,clea,247,2016-01-19 05:13:19.577742+00,Canada,AB,0101000020E6100000FB97486169845CC0E71108E726A44940,f,,2016-01-19 05:00:00+00,2016-01-19 05:15:00+00,f,,,,,,n,51.28243721,-114.0689319,,
2426,,,clea,3855,2016-01-19 05:57:01.529597+00,Canada,AB,0101000020E6100000065E4B8329CC5BC060B4D3A3DB204940,f,,2016-01-19 04:00:00+00,2016-01-19 04:15:00+00,f,,,,,,n,50.25670288,-111.1900337,,
2427,quie,n,,228,2016-01-19 06:37:41.921625+00,Canada,AB,0101000020E610000022AFB6B194875CC02B7039E904E54940,t,,2016-01-19 06:30:00+00,2016-01-19 06:45:00+00,t,,,,,,n,51.78921237,-114.1184506,gree,glow
2428,,,,2390,2016-01-19 06:47:02.958995+00,Canada,AB,0101000020E61000006CB5C6AFE9325CC08204961F88BA4940,f,Foggy ,2016-01-19 06:45:00+00,2016-01-19 07:00:00+00,f,,,,,,n,51.45727916,-112.7955131,,
2429,quie,n,,,2016-01-19 06:57:27.923033+00,Canada,AB,0101000020E61000009D3062D3EA4B5CC04252563A84C14A40,t,,2016-01-19 04:00:00+00,2016-01-20 06:00:00+00,f,,,,,,y,53.51184777,-113.1862076,gree,arcs
2431,,n,,,2016-01-20 09:32:12.162248+00,United States,MI,0101000020E6100000FD6E4A2C438356C0750A1DC6E63C4740,t,,2016-01-20 09:30:00+00,2016-01-20 09:45:00+00,f,,,,,,n,46.47579266,-90.05097492,gree,glow
2433,very,whol,,,2016-01-20 10:36:52.931245+00,United States,AK,0101000020E6100000DB8F15C429C462C05AC7815CE1274F40,t,,2016-01-20 09:15:00+00,2016-01-20 10:45:00+00,t,,,Purple,,,n,62.31156498,-150.1300984,"whit, gree, pink","glow, arcs, patc"
2434,,,clea,3847,2016-01-20 14:44:14.832868+00,Finnland,,0101000020E6100000077B2CAA53CC38405D63184A5FF25040,f,,2016-01-20 14:30:00+00,2016-01-20 14:45:00+00,f,,,,,,n,67.78706601,24.79815162,,
2435,,,,,2016-01-20 14:49:57.282252+00,Finnland,,0101000020E6100000600E9A8B37683B40120F0A19BF1A5140,t,,2016-01-20 02:15:00+00,2016-01-20 02:30:00+00,f,,,,,,n,68.41791368,27.40709755,gree,arcs
2436,acti,n,,,2016-01-20 16:15:53.901678+00,United States,AK,0101000020E6100000CD0A0C8882E462C0E1890FF059564E40,t,,2016-01-20 16:00:00+00,2016-01-20 16:15:00+00,f,,,,,,n,60.67461968,-151.140934,gree,arcs
2438,quie,n,,3847,2016-01-20 16:48:26.193351+00,Finnland,,0101000020E6100000CAEAF56710CD3840DCBADD8583F25040,t,,2016-01-20 16:00:00+00,2016-01-20 16:45:00+00,f,,,,,,n,67.78927752,24.80103159,gree,
2439,quie,n,,,2016-01-20 17:59:10.861899+00,United Kingdom,,0101000020E61000002909A29C70E307C0B6001DA3C6A34D40,t,,2016-01-20 17:15:00+00,2016-01-20 18:00:00+00,t,,,,,,n,59.27949943,-2.986054634,gree,arcs
2441,quie,n,,,2016-01-20 19:01:48.385064+00,Noruega,Oslo,0101000020E610000051E33826617025400D49A1D248F34D40,t,,2016-01-20 18:30:00+00,2016-01-20 18:45:00+00,f,,,,,,n,59.90065987,10.71949119,gree,arcs
2442,,,,,2016-01-20 19:07:17.233714+00,Sweden,Norrbottens l__n,0101000020E6100000F7A35C872C2A344012D83012D1F55040,t,,2016-01-20 19:00:00+00,2016-01-20 19:15:00+00,t,,,,,,n,67.84088568,20.16474195,"whit, gree",arcs
2443,,,clea,3632,2016-01-20 19:10:16.205105+00,Norway,Akershus,0101000020E610000099EC4E7622E02440CA766E1AB0EF4D40,f,,2016-01-20 19:00:00+00,2016-01-20 19:15:00+00,f,,,,,,n,59.87256174,10.43776293,,
2445,quie,n45,,2968,2016-01-20 20:22:14.85738+00,Suomi,,0101000020E610000038083180CE0537404555F62F5CDB4F40,t,,2016-01-20 20:00:00+00,2016-01-20 20:15:00+00,t,The moon is 90% full,,Light Green ,,,n,63.71375083,23.0226822,"red, whit, gree",glow
2446,quie,n45,,1581,2016-01-20 22:09:21.425519+00,Norge,Akershus,0101000020E61000008A0A493D45572640ED7BAA31311F4E40,t,,2016-01-20 22:00:00+00,2016-01-20 22:15:00+00,f,,,,,,y,60.24368878,11.17045013,gree,arcs
2447,quie,n,,,2016-01-20 22:20:30.935684+00,Sweden,Stockholms l__n,0101000020E610000001BCC472495E32408E01FE8950A54D40,t,,2016-01-20 22:00:00+00,2016-01-20 22:15:00+00,t,,,,,,y,59.29152036,18.36830823,gree,arcs
2448,quie,n,,3480,2016-01-20 22:28:12.962717+00,Nederland,Frater,0101000020E610000010DD70FF5BC614406CB78A10E2AC4A40,t,,2016-01-20 21:00:00+00,2016-01-20 22:15:00+00,f,,,,,,n,53.35064894,5.193710319,gree,glow
2450,very,whol,,3179,2016-01-21 03:28:44.019149+00,United States,AK,0101000020E610000057481EBFA0BD62C0597CAD8D279B4E40,t,,2016-01-20 14:00:00+00,2016-01-20 15:00:00+00,t,,,,,,y,61.21214457,-149.9258724,"red, whit, gree, pink","glow, arcs, patc"
2451,,,clea,247,2016-01-21 04:59:47.253852+00,Canada,AB,0101000020E6100000DC9A9FF8B1845CC0039125BF22A44940,f,,2016-01-21 04:45:00+00,2016-01-21 05:00:00+00,f,,,,,,n,51.28231038,-114.0733625,,
2452,quie,n45,,228,2016-01-21 05:23:46.798917+00,Canada,AB,0101000020E61000006BE8347104875CC0F6AE5B199DE34940,t,,2016-01-21 05:15:00+00,2016-01-21 05:30:00+00,t,,,,,"Not visible to the eye, moon isn't helping matters either. F0.95,1/30,ISO 32000",n,51.77823178,-114.1096461,gree,glow
2453,acti,n45,,3855,2016-01-21 05:55:11.020972+00,Canada,AB,0101000020E6100000B6D74ACBD5CC5BC0745EAE59F2204940,t,,2016-01-21 05:45:00+00,2016-01-21 06:00:00+00,f,,,,,Will pop out soon and some pics. ,n,50.25739594,-111.200549,gree,glow
