2015,72259299999
2015,04064099999
2015,04071099999
2015,03927099999
2015,02483099999
2015,93887099999
2015,95675099999
2015,03152099999
2015,02022099999
2015,02045099999
2015,04056099999
2015,02419099999
2015,06184099999
2015,89332099999
2015,04103099999
2015,45005099999
2015,99497299999
2015,03763099999
2015,72056599999
2015,08180099999
2015,71685099999
2015,10384099999
2015,65202099999
2015,04120099999
2015,72530699999
2015,04072099999
2015,03724399999
2015,99999923272
2015,02365099999
2016,03152099999
2016,03927099999
2016,99769799999
2016,02022099999
2016,03494099999
2016,04034099999
2016,02045099999
2016,99738199999
2016,02591099999
2016,02483099999
2016,99999954937
2016,06184099999
2016,04041099999
2016,99726299999
2016,99726899999
2016,99769399999
2016,99779899999
2016,04071099999
2016,99780299999
2016,02306099999
2016,99826199999
2016,99824299999
2016,71578099999
2016,71843899999
2016,04056099999
2016,04064099999
2016,04091099999
2016,03056099999
2016,99402899999
2016,35394499999
2016,99738299999
2016,40821099999
2016,99800999999
2016,99725799999
2016,99727499999
2016,42939099999
2016,99779599999
2016,26314099999
2016,99825599999
2016,71424099999
2016,06248099999
2016,99780399999
2016,04120099999
2016,71600499999
2016,06258099999
2016,99843099999
2016,04072099999
2016,99437099999
2016,71366099999
