st_y,st_x,country,time,see_aurora,isd_usaf,isd_wban,isd_ctry,isd_lat,isd_lon,isd_elev,isd_begin,isd_end
63.99796674,-150.0064701,United States,2015-01-01T18:46:19Z,1,702645,46403,US,63.733,-148.917,524.3,20060101,20250607
64.13251412,-22.05146621,Iceland,2015-01-02T20:28:44Z,1,040300,99999,IC,64.13,-21.941,14.6,19310101,20250606
64.12908145,-21.9589161,Iceland,2015-01-02T20:32:35Z,1,040300,99999,IC,64.13,-21.941,14.6,19310101,20250606
64.04273443,-20.97687865,Iceland,2015-01-02T22:05:17Z,1,040380,99999,IC,63.867,-21.15,5.0,19740601,20250606
64.12044342,-21.95083874,Iceland,2015-01-02T22:19:50Z,1,040300,99999,IC,64.13,-21.941,14.6,19310101,20250606
61.98297914,9.984173814,Norway,2015-01-02T22:32:52Z,1,012500,99999,NO,62.133,10.0,694.0,20110928,20250604
64.13858348,-22.01063353,Iceland,2015-01-02T23:08:19Z,1,040300,99999,IC,64.13,-21.941,14.6,19310101,20250606
61.99068412,9.994456482,Norway,2015-01-02T23:42:22Z,1,012500,99999,NO,62.133,10.0,694.0,20110928,20250604
69.64322885,18.94785274,Norge,2015-01-03T00:19:56Z,1,010260,99999,NO,69.65,18.933,114.5,19970201,20250606
69.62907396,18.92365825,Norge,2015-01-03T00:29:27Z,1,010260,99999,NO,69.65,18.933,114.5,19970201,20250606
64.81447417,-147.886414,United States,2015-01-04T08:20:33Z,1,702610,26411,US,64.803,-147.876,131.1,19460101,20250607
61.12605396,-149.8093337,United States,2015-01-04T11:45:52Z,1,702725,26491,US,61.179,-149.965,25.1,20020101,20250607
61.17929615,-149.950051,United States,2015-01-04T12:53:26Z,1,702725,26491,US,61.179,-149.965,25.1,20020101,20250607
64.39485024,27.7182928,Finland,2015-01-04T19:14:57Z,1,028970,99999,FI,64.285,27.692,147.2,19160101,20250606
59.94799906,10.95923981,Norge,2015-01-04T22:08:25Z,1,014660,99999,NO,59.967,11.033,109.0,20110928,20250603
64.13479817,-21.90633602,Iceland,2015-01-04T23:56:55Z,1,041300,99999,IC,64.133,-21.9,53.0,20031104,20250606
69.64424781,18.87836899,Norge,2015-01-05T00:01:10Z,1,010270,99999,NO,69.65,18.9,20.0,20110928,20250606
59.94946504,10.93038388,Norge,2015-01-05T00:26:54Z,1,014660,99999,NO,59.967,11.033,109.0,20110928,20250603
61.19864185,-149.9245242,United States,2015-01-07T08:04:16Z,1,702725,26491,US,61.179,-149.965,25.1,20020101,20250607
64.0001341,-150.0299859,United States,2015-01-07T09:06:13Z,1,702645,46403,US,63.733,-148.917,524.3,20060101,20250607
61.20396066,-149.759426,United States,2015-01-07T11:14:23Z,1,702735,26409,US,61.216,-149.857,38.4,19450101,20250607
53.54523408,-113.4952328,Canada,2015-01-07T11:17:02Z,1,711570,99999,CA,53.567,-113.517,671.0,20010916,20250606
46.2444802,-102.8972284,United States,2015-01-07T11:28:03Z,1,727584,94038,US,46.011,-102.652,823.2,20060101,20250607
63.98341648,-150.0390671,United States,2015-01-07T12:15:21Z,1,702645,46403,US,63.733,-148.917,524.3,20060101,20250607
68.33671132,-133.7606697,Canada,2015-01-10T15:49:54Z,1,713640,99999,CA,68.317,-133.517,103.0,20040608,20250606
57.67217424,-6.347222975,United Kingdom,2015-01-18T21:27:49Z,1,030340,99999,UK,57.867,-5.633,10.0,19861001,20250606
66.95288128,19.76762564,Sweden,2015-01-19T20:35:42Z,1,020380,99999,SW,67.25,20.267,453.0,20010601,20241009
69.28899164,20.33669977,Norge,2015-01-24T21:10:15Z,1,010370,99999,NO,69.383,20.283,20.0,19730101,20250606
63.77997965,-18.05567792,Ìsland,2015-01-26T01:31:35Z,1,041700,99999,IC,63.517,-17.983,9.0,20040504,20250606
63.97861977,-150.0313497,United States,2015-01-27T13:06:48Z,1,702645,46403,US,63.733,-148.917,524.3,20060101,20250607
66.06609609,-16.79966362,Ìsland,2015-01-28T01:51:29Z,1,041750,99999,IC,66.51,-16.54,59.3,19630101,20250606
64.14119033,-21.95903757,Ìsland,2015-01-30T20:25:16Z,1,040300,99999,IC,64.13,-21.941,14.6,19310101,20250606
56.73249567,-111.4729082,Canada,2015-02-02T04:28:58Z,1,716890,99999,CA,56.65,-111.217,369.1,20050101,20250606
51.04502787,-114.1017855,Canada,2015-02-02T04:45:36Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
63.99896584,-150.0249486,United States,2015-02-02T07:26:11Z,1,702645,46403,US,63.733,-148.917,524.3,20060101,20250607
61.20432513,-149.9315383,United States,2015-02-02T07:28:01Z,1,702725,26491,US,61.179,-149.965,25.1,20020101,20250607
61.85176837,-121.3636756,Canada,2015-02-03T05:19:20Z,1,719460,99999,CA,61.76,-121.237,169.2,19340101,20250606
63.99658329,-150.0295371,United States,2015-02-08T07:27:27Z,1,702645,46403,US,63.733,-148.917,524.3,20060101,20250607
70.14081874,23.66450638,Norge,2015-02-16T20:58:12Z,1,010490,99999,NO,69.976,23.372,2.7,19730101,20250606
56.35672205,-3.00285038,United Kingdom,2015-02-16T21:33:27Z,1,031710,99999,UK,56.373,-2.868,11.6,19291001,20250606
66.81113725,13.73299532,Norge,2015-02-16T22:09:17Z,1,011140,99999,NO,66.9,13.633,8.0,20090702,20250606
54.64424319,-5.658073225,United Kingdom,2015-02-17T02:00:09Z,1,039240,99999,GB,54.618,-5.873,4.6,19730101,20250606
62.43645151,-114.3900118,Canada,2015-02-17T03:36:25Z,1,719360,99999,CA,62.463,-114.44,205.7,19420701,20250606
46.48276175,-66.01620534,Canada,2015-02-17T03:45:51Z,1,710380,99999,CA,46.585,-66.01,41.0,20040914,20250606
61.20652515,-149.9203741,United States,2015-02-17T09:57:24Z,1,702735,26409,US,61.216,-149.857,38.4,19450101,20250607
51.03179409,-114.0883735,Canada,2015-02-17T09:58:44Z,1,713930,99999,CA,51.1,-114.0,1081.0,20040921,20250606
52.13579318,-106.8202725,Canada,2015-02-18T06:17:57Z,1,714960,99999,CA,52.167,-106.717,504.0,19810706,20250606
53.36239933,-110.4107478,Canada,2015-02-24T03:58:43Z,1,717970,99999,CA,53.35,-110.417,664.0,20080401,20241211
51.28349593,-114.0458327,Canada,2015-02-24T04:31:07Z,1,714950,99999,CA,51.367,-114.083,1145.0,20040921,20240412
47.94259426,-122.3160814,United States,2015-02-24T04:46:02Z,1,727937,24222,US,47.923,-122.283,167.1,20060101,20250607
63.77513489,-18.05654943,Ìsland,2015-02-28T23:36:01Z,1,041700,99999,IC,63.517,-17.983,9.0,20040504,20250606
64.04669391,-20.98587968,Ìsland,2015-02-28T23:55:00Z,1,040380,99999,IC,63.867,-21.15,5.0,19740601,20250606
64.13637106,-21.90617992,Ìsland,2015-03-01T00:33:16Z,1,041300,99999,IC,64.133,-21.9,53.0,20031104,20250606
44.67103991,-79.33781212,Canada,2015-03-01T05:00:21Z,1,712820,99999,CA,44.533,-79.217,221.0,19941201,20250606
53.55869606,-112.6857245,Canada,2015-03-01T05:05:54Z,1,712380,99999,CA,53.683,-112.867,713.7,19930701,20250606
52.29703461,-113.7847652,Canada,2015-03-01T05:06:29Z,1,718780,99999,CA,52.183,-113.9,904.6,19550702,20250606
51.032812,-114.0993309,Canada,2015-03-01T05:10:02Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
52.28450677,-113.7845958,Canada,2015-03-01T05:12:45Z,1,718780,99999,CA,52.183,-113.9,904.6,19550702,20250606
51.04325743,-114.0952086,Canada,2015-03-01T05:19:04Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
51.03187456,-114.1064319,Canada,2015-03-01T05:21:14Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
52.37184309,-114.6366179,Canada,2015-03-01T05:32:53Z,1,715400,99999,CA,52.3,-114.483,965.0,20080721,20240429
49.2263272,-84.50550386,Canada,2015-03-01T05:35:05Z,1,718320,99999,CA,49.733,-84.15,264.0,19820101,20250606
45.38685447,-75.73425956,Canada,2015-03-01T06:09:11Z,1,710630,99999,CA,45.383,-75.717,79.0,19770701,20250606
51.03767087,-114.0868372,Canada,2015-03-01T06:31:43Z,1,713930,99999,CA,51.1,-114.0,1081.0,20040921,20250606
50.35498481,-119.0655233,Canada,2015-03-01T06:39:52Z,1,711150,99999,CA,50.217,-119.183,482.0,19770701,20250606
52.27353663,-117.4979927,Canada,2015-03-01T06:51:00Z,1,714860,99999,CA,52.933,-118.033,1020.0,19910801,20250606
55.0001061,-97.01836722,Canada,2015-03-01T06:57:27Z,1,710790,99999,CA,55.801,-97.864,222.2,19671108,20250606
45.40976932,-75.72426164,Canada,2015-03-01T06:57:52Z,1,710630,99999,CA,45.383,-75.717,79.0,19770701,20250606
50.92086714,-104.4010852,Canada,2015-03-02T05:12:23Z,1,715140,99999,CA,50.433,-104.667,577.0,19960301,20250606
50.91510344,-104.3706355,Canada,2015-03-02T05:15:17Z,1,718630,99999,CA,50.433,-104.667,577.3,19550702,20250606
51.03592174,-114.106644,Canada,2015-03-02T06:18:13Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
50.56930819,-111.8905384,Canada,2015-03-02T07:30:16Z,1,714570,99999,CA,50.55,-111.85,747.0,19910801,20250606
69.6388218,18.92845728,Norge,2015-03-04T22:46:36Z,1,010260,99999,NO,69.65,18.933,114.5,19970201,20250606
64.72774402,-155.4923211,United States,2015-03-12T09:00:54Z,1,702627,26561,US,64.727,-155.47,199.0,20061001,20250607
60.16682631,24.930653,Finland,2015-03-13T13:34:06Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
52.32554957,-113.4120418,Canada,2015-03-17T05:03:09Z,1,713530,99999,CA,52.433,-113.6,965.0,20040608,20240801
63.98984213,-150.0176846,United States,2015-03-17T06:14:01Z,1,702645,46403,US,63.733,-148.917,524.3,20060101,20250607
61.32085294,-149.5749679,United States,2015-03-17T06:55:44Z,1,702700,00489,US,61.266,-149.653,118.3,20130415,20250607
52.28377952,-113.3123463,Canada,2015-03-17T07:15:36Z,1,710140,99999,CA,52.183,-113.183,889.0,20080401,20240604
52.24330304,-113.5959135,Canada,2015-03-17T07:19:43Z,1,713530,99999,CA,52.433,-113.6,965.0,20040608,20240801
42.0657399,-91.17889228,United States,2015-03-17T08:04:53Z,1,725475,04953,US,42.224,-91.166,258.8,20060101,20250607
-45.92624708,170.5239252,New Zealand,2015-03-17T12:04:44Z,1,938910,99999,NZ,-45.917,170.183,2.0,20030330,20250606
-43.54629882,172.6041925,New Zealand,2015-03-17T14:49:11Z,1,937800,99999,NZ,-43.489,172.532,37.5,19530707,20250606
67.10687118,26.93795784,Suomi,2015-03-17T17:43:45Z,1,027050,99999,FI,67.017,27.217,487.5,20080116,20250606
60.17202723,24.89035833,Finland,2015-03-17T17:46:53Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
60.16546145,24.91279991,Finland,2015-03-17T17:56:08Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
60.8151973,25.99126957,Finland,2015-03-17T18:20:31Z,1,029650,99999,FI,60.967,25.633,78.7,19730101,20250601
61.49811132,23.74946654,Suomi,2015-03-17T18:24:15Z,1,027440,99999,FI,61.5,23.767,92.0,20130805,20220209
60.9912648,25.63096901,Suomi,2015-03-17T18:26:54Z,1,029650,99999,FI,60.967,25.633,78.7,19730101,20250601
60.16482136,24.91575352,Finland,2015-03-17T18:27:40Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
62.8837857,27.62540877,Suomi,2015-03-17T18:31:36Z,1,029550,99999,FI,62.9,27.633,88.3,20120618,20250606
63.99868735,25.94958715,Finland,2015-03-17T19:06:44Z,1,027970,99999,FI,64.15,25.417,112.0,20080115,20250606
68.10480718,19.80818905,Sverige,2015-03-17T19:15:40Z,1,020310,99999,SW,68.067,19.833,493.0,20010601,20241112
69.96444887,23.26957543,Norway,2015-03-17T19:18:47Z,1,010490,99999,NO,69.976,23.372,2.7,19730101,20250606
60.23547199,24.66304236,Finland,2015-03-17T19:25:20Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
60.15684398,24.89564797,Finland,2015-03-17T19:25:35Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
61.69718582,23.70157748,Finland,2015-03-17T19:44:12Z,1,029430,99999,FI,61.517,23.75,98.0,19730101,20250606
60.92437678,26.67921356,Suomi,2015-03-17T19:57:48Z,1,029660,99999,FI,60.896,26.938,103.3,19730101,20250606
59.42859449,24.70318945,Eesti,2015-03-17T19:59:13Z,1,260380,99999,EE,59.413,24.833,39.9,19530216,20250606
54.66634247,-5.652737018,United Kingdom,2015-03-17T19:59:45Z,1,039240,99999,GB,54.618,-5.873,4.6,19730101,20250606
61.99976285,14.96204396,Sweden,2015-03-17T20:13:51Z,1,023270,99999,SW,62.05,14.4,362.0,20090929,20250428
57.58172419,-6.358306304,United Kingdom,2015-03-17T20:22:32Z,1,030390,99999,UK,57.417,-5.683,773.0,19890301,20250606
59.3251606,17.92684409,Sverige,2015-03-17T20:26:39Z,1,024640,99999,SW,59.354,17.942,14.3,19310101,20250606
52.4257658,-4.035027961,United Kingdom,2015-03-17T20:51:29Z,1,035030,99999,UK,52.35,-3.95,62.0,19830820,20250606
56.99770963,24.96540264,Latvia,2015-03-17T20:54:57Z,1,264350,99999,LG,56.65,25.133,83.0,19550101,20250606
52.46399216,-1.92298226,United Kingdom,2015-03-17T21:07:14Z,1,035340,99999,UK,52.454,-1.748,99.7,19730101,20250606
57.22336785,-7.353738261,United Kingdom,2015-03-17T21:11:12Z,1,030230,99999,UK,57.333,-7.367,4.0,19920301,20250606
59.99802279,17.74589296,Sweden,2015-03-17T21:31:46Z,1,024580,99999,SW,59.897,17.589,20.7,19350101,20250606
46.99967314,19.98260985,Hungary,2015-03-17T21:34:12Z,1,129700,99999,HU,46.918,19.749,114.6,19730101,20250606
52.6630907,0.97134279,United Kingdom,2015-03-17T21:35:58Z,1,034920,99999,UK,52.676,1.283,35.7,19871202,20250606
45.8982406,15.92867186,Croatia,2015-03-17T21:36:32Z,1,142350,99999,HR,45.917,15.967,988.0,19960201,20250606
61.0957251,26.00779399,Suomi,2015-03-17T21:39:28Z,1,027680,99999,FI,61.2,26.05,92.0,20080115,20250606
65.19580489,25.96922486,Finland,2015-03-17T21:46:13Z,1,028760,99999,FI,65.0,25.4,3.8,20080115,20250606
60.15868655,24.9152507,Finland,2015-03-17T21:52:44Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
64.13431943,-21.89949782,Iceland,2015-03-17T21:54:48Z,1,041300,99999,IC,64.133,-21.9,53.0,20031104,20250606
64.2251752,-21.43607445,Ìsland,2015-03-17T22:08:02Z,1,041300,99999,IC,64.133,-21.9,53.0,20031104,20250606
54.64771259,-5.68244788,United Kingdom,2015-03-17T22:17:41Z,1,039240,99999,GB,54.618,-5.873,4.6,19730101,20250606
53.65419132,-5.008420567,No Man's Land,2015-03-17T22:19:07Z,1,032040,99999,UK,54.083,-4.624,16.8,19730101,20250606
64.14031672,-21.97111232,Ìsland,2015-03-17T22:35:35Z,1,040300,99999,IC,64.13,-21.941,14.6,19310101,20250606
63.5107013,-19.51612357,Ìsland,2015-03-17T22:37:14Z,1,041460,99999,IC,63.433,-20.283,40.0,20071016,20250606
53.53635905,-2.095213354,United Kingdom,2015-03-17T22:47:13Z,1,033340,99999,UK,53.354,-2.275,78.3,19330930,20250606
54.158202,-1.518141054,United Kingdom,2015-03-17T22:49:00Z,1,032650,99999,UK,54.2,-1.383,28.0,19970501,20250606
53.64676743,-1.445784304,United Kingdom,2015-03-17T23:04:01Z,1,033460,99999,UK,53.6,-1.667,267.0,19761221,20250606
55.19837341,-6.610251759,United Kingdom,2015-03-17T23:14:14Z,1,039070,99999,UK,55.15,-6.933,6.0,20110901,20250606
54.24497739,-8.691990151,Ireland,2015-03-17T23:18:43Z,1,039730,99999,IE,53.91,-8.818,202.7,19291001,20250606
60.15700341,24.92835498,Finland,2015-03-17T23:21:14Z,1,029780,99999,FI,60.183,24.95,4.0,20080115,20250606
63.9805961,25.99516455,Finland,2015-03-17T23:22:11Z,1,027380,99999,FI,63.733,25.7,153.3,20090701,20250606
60.89960551,26.58616396,Suomi,2015-03-17T23:23:20Z,1,029560,99999,FI,60.883,26.933,99.0,20130805,20250606
54.48277575,-6.537010851,United Kingdom,2015-03-17T23:26:35Z,1,039230,99999,UK,54.233,-6.5,160.0,19850207,20250606
54.48459734,-3.199443594,United Kingdom,2015-03-17T23:54:11Z,1,032120,99999,UK,54.617,-3.167,81.0,19840614,20250606
59.99123824,17.7143966,Sweden,2015-03-17T23:54:26Z,1,024580,99999,SW,59.897,17.589,20.7,19350101,20250606
55.76910642,-6.244881708,United Kingdom,2015-03-17T23:54:31Z,1,031050,99999,UK,55.683,-6.25,17.0,20010729,20250606
59.33797478,18.04035942,Sverige,2015-03-18T00:21:33Z,1,024840,99999,SW,59.35,18.067,44.0,20010601,20250601
54.96447359,-2.367830301,United Kingdom,2015-03-18T00:34:09Z,1,031650,99999,UK,55.05,-2.55,325.0,19920911,20250606
44.66314773,-79.34518495,Canada,2015-03-18T00:38:08Z,1,712820,99999,CA,44.533,-79.217,221.0,19941201,20250606
60.1899304,11.0738853,Norway,2015-03-18T00:38:08Z,1,013840,99999,NO,60.194,11.1,207.6,19400511,20250606
58.18233587,-6.275373337,United Kingdom,2015-03-18T00:40:09Z,1,030260,99999,UK,58.216,-6.331,7.9,19291001,20250606
44.49746766,-90.01473682,United States,2015-03-18T01:04:55Z,1,726574,94985,US,44.638,-90.188,381.5,20060101,20250607
44.49247331,-90.01339301,United States,2015-03-18T01:16:05Z,1,726452,04826,US,44.359,-89.837,309.4,20060101,20250607
44.20498247,-80.94781964,Canada,2015-03-18T01:17:35Z,1,716310,99999,CA,43.983,-80.75,415.0,19620101,20250606
44.47005257,-78.89285168,Canada,2015-03-18T01:19:59Z,1,712820,99999,CA,44.533,-79.217,221.0,19941201,20250606
-46.1766819,169.8059912,New Zealand,2015-03-18T01:22:38Z,1,938910,99999,NZ,-45.917,170.183,2.0,20030330,20250606
44.11528239,-77.97819088,Canada,2015-03-18T01:24:04Z,1,714310,99999,CA,43.95,-78.167,78.0,19770611,20250606
45.40131744,-75.7137275,Canada,2015-03-18T01:28:56Z,1,710630,99999,CA,45.383,-75.717,79.0,19770701,20250606
43.74038604,-78.02046568,Canada,2015-03-18T01:29:24Z,1,714310,99999,CA,43.95,-78.167,78.0,19770611,20250606
44.98576083,-73.47376676,United States,2015-03-18T01:31:15Z,1,716140,99999,CA,45.167,-73.667,53.0,19911101,20250606
50.73198722,-115.0997393,Canada,2015-03-18T01:33:51Z,1,712450,99999,CA,50.933,-115.183,2543.0,19940303,20250606
49.2383821,-84.52134803,Canada,2015-03-18T01:34:55Z,1,718320,99999,CA,49.733,-84.15,264.0,19820101,20250606
43.91318172,-79.71876192,Canada,2015-03-18T01:36:29Z,1,716240,99999,CA,43.677,-79.631,173.4,19500101,20250606
40.25789043,-76.93629645,United States,2015-03-18T01:38:47Z,1,725118,14751,US,40.218,-76.855,102.2,19900301,20250607
43.66676458,-84.09605201,United States,2015-03-18T01:39:07Z,1,720629,00216,US,43.663,-84.261,194.2,20090406,20250607
43.07195736,-87.88514,United States,2015-03-18T01:43:47Z,1,997342,99999,US,43.05,-87.88,188.0,20080327,20250606
43.05991891,-89.4022077,United States,2015-03-18T01:53:13Z,1,726410,14837,US,43.141,-89.345,261.7,19480101,20250607
41.66468851,-70.27625372,United States,2015-03-18T01:54:27Z,1,725067,94720,US,41.672,-70.27,11.4,20060101,20250607
43.88841186,-78.59412995,Canada,2015-03-18T02:09:14Z,1,716970,99999,CA,43.923,-78.895,139.9,20080101,20250606
55.3624286,-7.424810133,Ireland,2015-03-18T02:13:55Z,1,039800,99999,EI,55.367,-7.333,25.0,19260701,20250606
41.73281873,-71.52760525,United States,2015-03-18T02:15:05Z,1,725070,14765,US,41.723,-71.432,15.4,19420801,20250607
44.39996529,-79.73570488,Canada,2015-03-18T02:15:44Z,1,713140,99999,CA,44.48,-79.55,289.0,20040921,20250606
40.94214147,-81.51047943,United States,2015-03-18T02:18:16Z,1,725210,14895,US,40.918,-81.443,368.8,19730101,20250607
44.477278,-90.03337591,United States,2015-03-18T02:25:26Z,1,726452,04826,US,44.359,-89.837,309.4,20060101,20250607
44.23424026,-85.5050825,United States,2015-03-18T02:25:36Z,1,726384,14817,US,44.283,-85.417,397.8,19900724,20250607
42.08980133,-78.45026164,United States,2015-03-18T02:27:32Z,1,725283,00465,US,42.241,-78.371,651.1,20120423,20250607
52.32296534,0.079795687,United Kingdom,2015-03-18T02:28:23Z,1,035715,99999,UK,52.205,0.175,14.3,19770201,20250606
45.15823313,-93.09077054,United States,2015-03-18T02:29:40Z,1,726577,94974,US,45.15,-93.217,278.0,20060101,20250607
45.15181048,-93.09759822,United States,2015-03-18T02:30:27Z,1,726577,94974,US,45.15,-93.217,278.0,20060101,20250607
43.07161683,-89.41143676,United States,2015-03-18T02:32:58Z,1,726410,14837,US,43.141,-89.345,261.7,19480101,20250607
46.78012126,-92.48095032,United States,2015-03-18T02:35:05Z,1,726558,04914,US,46.703,-92.504,389.8,20060101,20250607
48.38114991,-89.27525724,Canada,2015-03-18T02:35:59Z,1,710720,99999,CA,48.367,-89.317,199.0,19480513,20250606
44.23270671,-85.52548263,United States,2015-03-18T02:36:01Z,1,726384,14817,US,44.283,-85.417,397.8,19900724,20250607
43.96950089,-79.72015209,Canada,2015-03-18T02:37:48Z,1,999999,64757,CA,44.233,-79.781,246.0,20040715,20250607
45.41032354,-75.70148921,Canada,2015-03-18T02:44:41Z,1,710630,99999,CA,45.383,-75.717,79.0,19770701,20250606
43.06927769,-89.424991,United States,2015-03-18T02:46:54Z,1,726410,14837,US,43.141,-89.345,261.7,19480101,20250607
51.46884001,-78.77240007,Canada,2015-03-18T02:50:00Z,1,718964,99999,CA,51.483,-78.75,23.0,19960401,20250606
40.65317165,-73.5862384,United States,2015-03-18T03:37:47Z,1,744860,94789,US,40.639,-73.764,2.7,19730101,20250607
57.73851134,-105.0590239,Canada,2015-03-18T03:40:01Z,1,710330,99999,CA,57.25,-105.6,513.9,20110919,20250606
39.89462381,-75.40448809,United States,2015-03-18T03:49:03Z,1,998265,99999,US,39.817,-75.417,3.0,20100101,20250606
45.40283837,-75.7263115,Canada,2015-03-18T04:29:53Z,1,710630,99999,CA,45.383,-75.717,79.0,19770701,20250606
53.46724604,-113.5400856,Canada,2015-03-18T04:40:34Z,1,711570,99999,CA,53.567,-113.517,671.0,20010916,20250606
49.6364126,-125.4717931,Canada,2015-03-18T04:54:43Z,1,718936,99999,CA,49.951,-125.271,105.5,19770701,20250606
44.12120772,-79.31866112,Canada,2015-03-18T04:57:51Z,1,716390,99999,CA,43.867,-79.367,198.0,20040824,20190103
49.23450613,-123.128055,Canada,2015-03-18T04:59:07Z,1,712010,99999,CA,49.283,-123.117,3.0,19800301,20250606
41.86845129,-103.6959607,United States,2015-03-18T05:00:24Z,1,725660,24028,US,41.875,-103.601,1206.0,19430113,20250607
51.44973189,-112.7217436,Canada,2015-03-18T05:08:23Z,1,712370,99999,CA,51.433,-112.667,678.0,20010916,20250606
61.3019822,-149.5436482,United States,2015-03-18T05:17:44Z,1,702700,00489,US,61.266,-149.653,118.3,20130415,20250607
56.71029927,-111.3977624,Canada,2015-03-18T06:41:17Z,1,716890,99999,CA,56.65,-111.217,369.1,20050101,20250606
53.54159131,-113.4829128,Canada,2015-03-18T06:46:57Z,1,711570,99999,CA,53.567,-113.517,671.0,20010916,20250606
61.29981994,-149.5714259,United States,2015-03-18T09:10:07Z,1,702700,00489,US,61.266,-149.653,118.3,20130415,20250607
44.67007515,-79.33791845,Canada,2015-03-19T02:01:20Z,1,712820,99999,CA,44.533,-79.217,221.0,19941201,20250606
49.75833533,-97.51853824,Canada,2015-03-19T02:18:33Z,1,718520,99999,CA,49.91,-97.24,238.7,19550702,20250606
43.69640421,-79.44099315,Canada,2015-03-19T02:24:09Z,1,715080,99999,CA,43.667,-79.4,113.0,20040803,20250606
45.4282087,-85.00410321,United States,2015-03-19T03:12:38Z,1,722145,04884,US,45.426,-84.913,206.4,20060101,20250605
52.45790112,-114.0713871,Canada,2015-03-19T03:54:22Z,1,712420,99999,CA,52.45,-113.75,860.0,19930607,20250606
52.38498637,-113.3498483,Canada,2015-03-19T04:08:32Z,1,713530,99999,CA,52.433,-113.6,965.0,20040608,20240801
53.60671627,-113.6148484,Canada,2015-03-19T04:29:38Z,1,711570,99999,CA,53.567,-113.517,671.0,20010916,20250606
53.54396431,-113.4754908,Canada,2015-03-19T04:33:20Z,1,711570,99999,CA,53.567,-113.517,671.0,20010916,20250606
52.38050288,-113.791494,Canada,2015-03-19T04:35:11Z,1,712420,99999,CA,52.45,-113.75,860.0,19930607,20250606
64.05319044,-139.465614,Canada,2015-03-19T06:51:32Z,1,719664,99999,CA,64.05,-139.13,370.0,19880226,20250606
51.05047172,-114.1049222,Canada,2015-03-19T07:33:12Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
51.15890994,-114.1638217,Canada,2015-03-19T07:39:42Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
50.58097402,-111.8943572,Canada,2015-03-19T08:41:58Z,1,714570,99999,CA,50.55,-111.85,747.0,19910801,20250606
53.5426336,-113.4848718,Canada,2015-03-19T12:30:12Z,1,711570,99999,CA,53.567,-113.517,671.0,20010916,20250606
63.95498628,-22.62159431,Ìsland,2015-03-20T01:24:05Z,1,040180,16201,IC,63.967,-22.6,52.1,19421001,20250606
61.2139095,-149.9121827,United States,2015-03-20T06:20:20Z,1,997381,99999,US,61.238,-149.89,9.0,20080101,20250606
60.92466591,-149.1874409,United States,2015-03-20T06:36:41Z,1,700001,26492,US,60.784,-148.848,32.5,20060101,20250607
67.28558763,14.56522965,Norge,2015-03-20T22:34:27Z,1,011520,99999,NO,67.269,14.365,12.8,19400917,20250606
69.63691179,18.9771391,Norge,2015-03-20T22:38:49Z,1,010260,99999,NO,69.65,18.933,114.5,19970201,20250606
50.69492069,5.359059236,Belgium,2015-03-21T00:47:08Z,1,064780,99999,BE,50.637,5.443,200.9,19490101,20250606
61.47722514,-148.9403633,United States,2015-03-21T07:05:41Z,1,702740,25331,US,61.595,-149.092,70.9,19990101,20250607
53.77725513,-1.58216232,United Kingdom,2015-03-27T02:44:15Z,1,033463,99999,UK,53.866,-1.661,207.6,19880105,20250606
52.31532718,-112.7558228,Canada,2015-04-09T05:35:26Z,1,712890,99999,CA,52.333,-112.583,795.0,20040713,20240510
55.13951275,-8.11206484,Ireland,2015-04-10T02:26:18Z,1,039800,99999,EI,55.367,-7.333,25.0,19260701,20250606
53.53371591,-113.4948866,Canada,2015-04-10T03:49:27Z,1,711570,99999,CA,53.567,-113.517,671.0,20010916,20250606
51.29419114,-114.0376374,Canada,2015-04-10T03:54:39Z,1,714950,99999,CA,51.367,-114.083,1145.0,20040921,20240412
51.0479399,-114.0984008,Canada,2015-04-10T04:24:40Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
47.90637039,-97.46059474,United States,2015-04-10T04:29:05Z,1,727575,94925,US,47.967,-97.4,278.3,19590303,20250607
51.03109376,-114.1037945,Canada,2015-04-10T04:45:30Z,1,712350,99999,CA,51.067,-114.217,1235.0,19930607,20250606
50.70802667,-113.9184467,Canada,2015-04-10T06:13:29Z,1,719820,99999,CA,50.7,-114.15,1156.0,19950901,20241211
51.04109994,-114.0892988,Canada,2015-04-11T03:30:03Z,1,713930,99999,CA,51.1,-114.0,1081.0,20040921,20250606
