st_y,st_x,country,time,see_aurora
63.85259497,-149.0308391,United States,2015-03-01T05:00:00Z,1
53.93058124,-116.5998683,Canada,2015-03-01T05:00:00Z,1
53.8859513,-110.9035331,Canada,2015-03-01T05:15:00Z,1
53.34522359,-113.7687097,Canada,2015-03-01T05:15:00Z,1
53.6146425,-113.6468898,Canada,2015-03-01T05:45:00Z,1
64.8352816,-147.7224634,United States,2015-03-01T06:00:00Z,1
51.20879353,-114.4769075,Canada,2015-03-01T06:00:00Z,1
53.53172086,-113.5224997,Canada,2015-03-01T06:15:00Z,1
64.82510801,-147.7586391,United States,2015-03-01T06:30:00Z,1
48.19950601,-116.5558419,United States,2015-03-01T06:30:00Z,1
48.05951135,-97.16282039,United States,2015-03-01T07:00:00Z,1
52.43135431,-109.1743254,Canada,2015-03-01T07:00:00Z,1
61.31180822,-149.5704446,United States,2015-03-01T07:15:00Z,1
61.8085755,-149.7383428,United States,2015-03-01T07:15:00Z,1
45.6710871,-111.1080619,United States,2015-03-01T07:15:00Z,1
51.81369583,-113.2371554,Canada,2015-03-01T07:30:00Z,1
63.86027757,-149.0236663,United States,2015-03-01T07:30:00Z,1
64.89880975,-147.8295229,United States,2015-03-01T07:45:00Z,1
61.13218891,-149.8483742,United States,2015-03-01T07:45:00Z,1
61.57848091,-149.4767121,United States,2015-03-01T08:30:00Z,1
62.29924911,-150.1307806,United States,2015-03-01T10:00:00Z,1
40.35867508,-74.95780026,United States,2015-03-01T21:45:00Z,0
52.28337752,-109.3680427,Canada,2015-03-02T04:00:00Z,1
38.95879612,-77.02042228,United States,2015-03-02T04:30:00Z,0
59.40623561,-126.1443751,Canada,2015-03-02T04:30:00Z,1
53.87864156,-110.9257741,Canada,2015-03-02T05:00:00Z,1
62.30837977,-150.1236017,United States,2015-03-02T06:00:00Z,1
61.97610282,-132.483657,Canada,2015-03-02T06:45:00Z,1
48.06497901,-97.20649627,United States,2015-03-02T07:00:00Z,1
35.74491123,-78.87143909,United States,2015-03-02T23:30:00Z,0
33.90819858,-118.1383318,United States,2015-03-05T18:00:00Z,0
52.43406599,-109.1953646,Canada,2015-03-07T06:00:00Z,1
51.7899076,-114.1091166,Canada,2015-03-07T06:30:00Z,1
61.18519418,-150.0111637,United States,2015-03-08T15:45:00Z,1
64.10754344,-21.90593533,_____,2015-03-08T22:30:00Z,1
67.77766992,24.83765149,Finland,2015-03-09T21:15:00Z,1
61.1933023,-150.016692,United States,2015-03-10T10:00:00Z,1
61.31095766,-149.5802876,United States,2015-03-10T11:00:00Z,1
65.1177384,-147.5035706,United States,2015-03-11T06:00:00Z,1
65.10779436,-147.4923453,United States,2015-03-11T08:00:00Z,1
61.18259851,-150.0526959,United States,2015-03-11T09:00:00Z,1
61.14651092,-149.7228726,United States,2015-03-11T12:15:00Z,1
61.20098936,-149.9102212,United States,2015-03-12T06:00:00Z,0
65.11613659,-147.5071379,United States,2015-03-12T06:30:00Z,1
65.12202158,-147.542256,United States,2015-03-12T07:30:00Z,1
65.10728488,-147.5197281,United States,2015-03-12T09:00:00Z,1
61.59324485,-149.1344851,United States,2015-03-12T10:00:00Z,1
40.84054873,-81.28093975,United States,2015-03-12T20:30:00Z,0
64.87607611,-147.5183158,United States,2015-03-13T10:00:00Z,1
65.16607335,18.71276365,Schweden,2015-03-13T22:00:00Z,1
68.33037206,18.7933217,______,2015-03-13T22:00:00Z,1
58.73714263,-93.85675305,Canada,2015-03-14T06:00:00Z,1
67.86743816,13.00801527,Norway,2015-03-14T22:15:00Z,1
64.95976172,-19.04010115,Iceland,2015-03-15T05:30:00Z,1
59.95240345,30.20627045,____ë____,2015-03-16T05:30:00Z,0
64.88924251,-147.854867,United States,2015-03-16T06:30:00Z,1
46.39942139,-86.67272001,United States,2015-03-16T09:00:00Z,1
55.43337745,-116.501098,Canada,2015-03-17T05:30:00Z,1
52.37703281,-113.1915761,Canada,2015-03-17T06:00:00Z,1
51.27756486,-114.0281168,Canada,2015-03-17T06:15:00Z,1
65.1194805,-147.497098,United States,2015-03-17T06:30:00Z,1
51.2306855,-114.1962481,Canada,2015-03-17T06:30:00Z,1
51.04496977,-114.0728091,Canada,2015-03-17T06:30:00Z,1
51.1721921,-114.499153,Canada,2015-03-17T06:30:00Z,1
53.68309528,-113.2274401,Canada,2015-03-17T06:30:00Z,1
52.39412871,-113.198444,Canada,2015-03-17T06:45:00Z,1
38.25623429,-108.5674194,United States,2015-03-17T06:45:00Z,1
51.28506819,-114.0231933,Canada,2015-03-17T07:00:00Z,1
52.26460719,-113.8237185,Canada,2015-03-17T07:30:00Z,1
51.28971106,-114.0217771,Canada,2015-03-17T07:45:00Z,1
54.46457195,-6.346729717,United Kingdom,2015-03-17T09:15:00Z,0
59.32478234,18.06519025,Svezia,2015-03-17T10:00:00Z,1
52.33464926,-110.3040481,Canada,2015-03-17T11:00:00Z,1
54.51365434,-128.6266156,Canada,2015-03-17T11:45:00Z,1
45.88843717,25.82489032,Romania,2015-03-17T17:00:00Z,1
62.29245912,27.1353681,Finland,2015-03-17T17:15:00Z,1
58.13517475,26.37870252,Eesti,2015-03-17T17:15:00Z,1
60.13945932,24.8508445,Finland,2015-03-17T18:00:00Z,1
60.13830796,24.85057397,Finland,2015-03-17T18:00:00Z,1
58.48016983,22.58834352,Estonia,2015-03-17T18:00:00Z,1
47.44103393,7.576114205,Schweiz,2015-03-17T18:15:00Z,0
41.66669941,-81.07493566,United States,2015-03-17T18:15:00Z,0
41.40090256,-83.67682745,United States,2015-03-17T18:30:00Z,0
60.25964871,17.62223699,Su__de,2015-03-17T18:30:00Z,0
59.31996347,18.06395581,Sverige,2015-03-17T18:30:00Z,1
51.54601171,9.837997406,Deutschland,2015-03-17T18:45:00Z,0
51.55854018,9.809999196,Deutschland,2015-03-17T19:00:00Z,0
50.60988017,7.109716922,Deutschland,2015-03-17T19:30:00Z,0
59.90336346,10.74222748,Norway,2015-03-17T20:15:00Z,1
57.43608325,-6.724224766,United Kingdom,2015-03-17T20:15:00Z,1
65.16454629,18.73716179,Schweden,2015-03-17T20:30:00Z,1
40.05888304,-74.76824409,United States,2015-03-17T20:30:00Z,0
59.3689996,13.46960477,Sverige,2015-03-17T20:45:00Z,1
60.08478612,18.77445551,Sweden,2015-03-17T20:45:00Z,1
64.12860892,-21.94392565,Iceland,2015-03-17T20:45:00Z,1
54.81728425,-5.743514034,United Kingdom,2015-03-17T21:00:00Z,0
58.23657218,-6.66359923,United Kingdom,2015-03-17T21:00:00Z,1
59.47172485,17.8674785,Sverige,2015-03-17T21:30:00Z,1
55.65061444,12.53843508,Denmark,2015-03-17T21:30:00Z,0
57.717895,-3.279241,United Kingdom,2015-03-17T21:30:00Z,1
62.62983744,8.702949699,Norway,2015-03-17T21:30:00Z,1
53.45881218,-2.276306913,United Kingdom,2015-03-17T21:45:00Z,0
39.84291642,-75.09563098,United States,2015-03-17T21:45:00Z,0
59.66605747,10.52224539,Norway,2015-03-17T22:00:00Z,1
40.92805976,-74.1400618,United States,2015-03-17T22:00:00Z,0
52.34556829,14.04947021,Deutschland,2015-03-17T22:00:00Z,1
53.99708951,-2.705459013,United Kingdom,2015-03-17T22:00:00Z,1
64.24606668,-21.13082386,Iceland,2015-03-17T22:00:00Z,1
60.25325763,17.64770129,Sweden,2015-03-17T22:00:00Z,1
51.51744943,9.908512576,Germany,2015-03-17T22:30:00Z,1
52.40191842,16.91108121,Poland,2015-03-17T22:30:00Z,1
49.81587781,3.675710849,France,2015-03-17T22:45:00Z,1
53.603085,-1.929023,United Kingdom,2015-03-17T23:00:00Z,1
54.162181,-4.647782,United Kingdom,2015-03-17T23:00:00Z,1
58.2131367,-6.3784126,United Kingdom,2015-03-17T23:00:00Z,1
53.86781907,-2.693888125,United Kingdom,2015-03-17T23:30:00Z,1
40.22125857,-74.66521211,United States,2015-03-17T23:30:00Z,0
40.92032857,-74.15074781,United States,2015-03-18T00:00:00Z,1
40.85193003,-73.20142837,United States,2015-03-18T00:00:00Z,1
39.05176004,-75.51158181,United States,2015-03-18T00:00:00Z,0
39.5879191,-74.39519802,United States,2015-03-18T00:00:00Z,0
66.06451933,-18.66015829,Iceland,2015-03-18T00:00:00Z,1
39.05332945,-75.51160689,United States,2015-03-18T00:00:00Z,0
54.548501,-3.591408,United Kingdom,2015-03-18T00:15:00Z,1
39.23529163,-75.72208844,United States,2015-03-18T00:15:00Z,0
43.1419945,-77.62689505,United States,2015-03-18T00:15:00Z,1
39.93389926,-74.93924364,United States,2015-03-18T00:30:00Z,0
40.03526529,-78.03282727,United States,2015-03-18T00:30:00Z,1
38.95341466,-75.82436925,United States,2015-03-18T00:45:00Z,0
54.503138,-8.201311,Ireland,2015-03-18T00:45:00Z,1
43.07432708,-77.08215706,United States,2015-03-18T01:00:00Z,1
43.64342712,-85.27605233,United States,2015-03-18T01:15:00Z,1
39.95091272,-75.15914513,United States,2015-03-18T01:30:00Z,0
42.42891792,-71.62393114,United States,2015-03-18T01:30:00Z,0
42.98566762,-84.56366688,United States,2015-03-18T01:30:00Z,1
43.07961,-73.79171243,United States,2015-03-18T01:45:00Z,1
44.75479816,-85.64451196,United States,2015-03-18T02:00:00Z,1
45.47064381,-93.73595456,United States,2015-03-18T02:00:00Z,1
56.721425,-111.3920839,Canada,2015-03-18T02:00:00Z,1
49.27290253,-96.52831503,Canada,2015-03-18T02:00:00Z,1
44.48052241,-81.38310197,Canada,2015-03-18T02:00:00Z,1
45.08066817,-87.65610678,United States,2015-03-18T02:00:00Z,1
47.89635536,-91.87576983,United States,2015-03-18T02:15:00Z,1
42.49155614,-96.41998115,United States,2015-03-18T02:15:00Z,0
41.20936294,-84.98086626,United States,2015-03-18T02:15:00Z,1
46.76226596,-71.34988542,Canada,2015-03-18T02:15:00Z,1
37.34915346,-80.54558733,United States,2015-03-18T02:15:00Z,1
56.70299566,-111.4044027,Canada,2015-03-18T02:15:00Z,1
45.73843107,-93.66203927,United States,2015-03-18T02:30:00Z,1
53.53293298,-113.5167828,Canada,2015-03-18T02:30:00Z,1
42.49992134,-89.0349538,United States,2015-03-18T02:30:00Z,0
53.33992347,-113.7291068,Canada,2015-03-18T02:30:00Z,1
39.7599692,-74.27155496,United States,2015-03-18T02:30:00Z,0
39.924134,-74.90051207,United States,2015-03-18T02:30:00Z,0
44.0476503,-79.47853102,Canada,2015-03-18T02:30:00Z,1
41.18599821,-74.45667633,United States,2015-03-18T02:30:00Z,1
41.1877427,-74.43152108,United States,2015-03-18T02:30:00Z,1
53.593856,-112.9159755,Canada,2015-03-18T02:30:00Z,1
56.70170719,-111.3891928,Canada,2015-03-18T02:45:00Z,1
39.71548886,-75.09992583,United States,2015-03-18T02:45:00Z,0
44.91438831,-93.69605316,United States,2015-03-18T02:45:00Z,0
51.77699387,-114.1418611,Canada,2015-03-18T03:00:00Z,1
40.30782507,-76.8897221,United States,2015-03-18T03:00:00Z,0
51.77888881,-114.1227392,Canada,2015-03-18T03:00:00Z,1
40.97256154,-74.08327724,United States,2015-03-18T03:00:00Z,0
41.33421008,-73.22092685,United States,2015-03-18T03:15:00Z,0
53.60464026,-112.907685,Canada,2015-03-18T03:15:00Z,1
40.30061228,-76.88435813,United States,2015-03-18T03:30:00Z,0
53.52996161,-113.5194045,Canada,2015-03-18T04:00:00Z,1
51.44513046,-112.7328396,Canada,2015-03-18T04:00:00Z,1
60.81528334,-115.7889772,Canada,2015-03-18T04:00:00Z,1
44.20915691,-76.4918297,Canada,2015-03-18T04:00:00Z,1
40.96821185,-75.5466602,United States,2015-03-18T04:15:00Z,0
40.96904055,-75.56465978,United States,2015-03-18T04:15:00Z,0
53.58396685,-113.394996,Canada,2015-03-18T04:15:00Z,1
39.07560429,-76.70945873,United States,2015-03-18T04:15:00Z,0
53.54015623,-113.5116579,Canada,2015-03-18T04:30:00Z,1
38.2283732,-78.12694528,United States,2015-03-18T05:00:00Z,1
61.30938225,-142.967344,United States,2015-03-18T05:00:00Z,1
51.70479971,-113.2687584,Canada,2015-03-18T05:00:00Z,1
44.04941682,-121.3469456,United States,2015-03-18T05:00:00Z,1
50.01222859,-96.88873802,Canada,2015-03-18T05:30:00Z,1
64.04943059,-139.4845825,Canada,2015-03-18T05:30:00Z,1
64.04249792,-139.4381545,Canada,2015-03-18T05:30:00Z,1
51.29143752,-114.0323964,Canada,2015-03-18T05:45:00Z,1
61.57913058,-149.1621402,United States,2015-03-18T05:45:00Z,1
59.00196282,17.78921969,Sverige,2015-03-18T05:45:00Z,1
64.82558318,-147.8922136,United States,2015-03-18T05:45:00Z,1
-82.8706623,-135.192743,Antarctica,2015-03-18T06:30:00Z,0
64.88374298,-147.82142,United States,2015-03-18T06:30:00Z,1
61.21499613,-149.9045852,United States,2015-03-18T06:30:00Z,1
61.15871708,-149.9202185,United States,2015-03-18T06:45:00Z,1
65.10545054,-147.468616,United States,2015-03-18T07:00:00Z,1
51.41004054,-116.2004422,Canada,2015-03-18T08:00:00Z,1
49.27948794,-123.1294812,Canada,2015-03-18T08:00:00Z,1
49.27352041,-123.1325853,Canada,2015-03-18T08:00:00Z,1
51.03694377,-114.1179406,Canada,2015-03-18T08:15:00Z,0
52.38931307,-113.2254185,Canada,2015-03-18T08:30:00Z,1
52.38772755,-113.2109814,Canada,2015-03-18T08:30:00Z,1
61.21168113,-149.6690648,United States,2015-03-18T08:45:00Z,1
65.1630573,18.73686334,Schweden,2015-03-18T21:45:00Z,1
56.49901756,-3.522815296,United Kingdom,2015-03-18T23:00:00Z,1
43.03774905,-77.09937601,United States,2015-03-19T00:30:00Z,1
-82.87795498,-135.0803621,Antarctica,2015-03-19T01:30:00Z,0
55.98535739,-4.593855737,United Kingdom,2015-03-19T02:45:00Z,1
63.60276586,-112.1661794,Canada,2015-03-19T03:00:00Z,1
51.9200616,-114.0568095,Canada,2015-03-19T04:00:00Z,1
49.49697537,-97.0613699,Canada,2015-03-19T04:30:00Z,0
50.94183882,-114.0187128,Canada,2015-03-19T04:30:00Z,1
51.19523538,-114.7946554,Canada,2015-03-19T05:00:00Z,1
53.36027712,-113.745605,Canada,2015-03-19T05:15:00Z,1
53.54339359,-113.5273933,Canada,2015-03-19T05:15:00Z,1
53.60205671,-112.927956,Canada,2015-03-19T05:30:00Z,1
51.4272972,-114.2914904,Canada,2015-03-19T05:45:00Z,1
61.58028338,-149.1384358,United States,2015-03-19T06:45:00Z,1
51.17426749,-115.5910722,Canada,2015-03-19T06:45:00Z,1
51.04821002,-114.0842299,Canada,2015-03-19T07:00:00Z,1
61.1772033,-150.0221093,United States,2015-03-19T07:15:00Z,1
61.48919566,-149.0360167,United States,2015-03-19T08:45:00Z,1
53.53806492,-113.5059846,Canada,2015-03-19T09:15:00Z,1
61.40052927,-149.537954,United States,2015-03-19T09:45:00Z,1
61.17587862,-149.9138773,United States,2015-03-19T10:30:00Z,1
40.37200996,-75.16945005,United States,2015-03-19T17:15:00Z,0
61.33786018,-117.6737119,Canada,2015-03-20T04:00:00Z,1
64.04392879,-139.4648496,Canada,2015-03-20T04:30:00Z,1
64.05769663,-139.4722533,Canada,2015-03-20T05:30:00Z,0
64.89543228,-147.819531,United States,2015-03-20T06:15:00Z,1
64.05070163,-139.4826276,Canada,2015-03-20T06:15:00Z,1
61.96866606,-132.4850217,Canada,2015-03-20T06:15:00Z,1
61.16194573,-149.8886302,United States,2015-03-20T06:45:00Z,1
55.07226177,-5.009545356,United Kingdom,2015-03-20T23:00:00Z,1
62.43845513,-114.3981861,Canada,2015-03-21T09:00:00Z,1
38.98416188,-76.91057567,United States,2015-03-22T02:15:00Z,0
38.98740835,-76.90055577,United States,2015-03-22T02:15:00Z,0
64.89470838,-147.8598906,United States,2015-03-22T07:30:00Z,1
38.98054551,-76.90695386,United States,2015-03-22T07:30:00Z,1
60.51877781,-150.804906,United States,2015-03-22T07:30:00Z,1
60.73853752,-148.8103889,United States,2015-03-22T09:00:00Z,1
60.24234408,17.61070187,Sweden,2015-03-22T16:00:00Z,0
62.43557721,-114.4060977,Canada,2015-03-23T03:00:00Z,1
53.93014279,-113.918776,Canada,2015-03-23T04:00:00Z,1
45.52362045,-111.1203615,United States,2015-03-23T04:30:00Z,1
61.04105494,-149.8003213,United States,2015-03-23T09:00:00Z,1
61.59638902,-149.1207899,United States,2015-03-23T14:00:00Z,1
69.63238778,17.96313003,Norway,2015-03-23T20:00:00Z,1
61.2966867,12.23691475,Norge,2015-03-23T20:45:00Z,1
65.60762383,-23.82953017,Islandia,2015-03-23T21:30:00Z,1
62.3117195,-150.1319981,United States,2015-03-24T11:00:00Z,1
61.59420327,-149.117781,United States,2015-03-24T11:00:00Z,1
63.10453837,-151.2355804,United States,2015-03-24T11:30:00Z,1
63.63559293,-112.0635202,Canada,2015-03-25T03:00:00Z,1
38.90071896,-77.03937608,United States,2015-03-25T19:30:00Z,0
67.64928532,24.89120817,Finland,2015-03-25T19:45:00Z,1
49.88930327,-97.15877958,Canada,2015-03-26T01:30:00Z,0
46.85008794,-114.0263804,United States,2015-03-27T04:00:00Z,0
63.59452375,-112.1237755,Canada,2015-03-28T05:00:00Z,1
45.66032622,-111.0571569,United States,2015-03-28T05:30:00Z,0
60.53746931,-150.7939903,United States,2015-03-28T07:00:00Z,1
61.5975119,-149.1622539,United States,2015-03-28T07:45:00Z,1
61.16298058,-149.917333,United States,2015-03-28T09:30:00Z,1
60.68108738,-151.3109119,United States,2015-03-28T09:45:00Z,1
51.78353677,-114.1106537,Canada,2015-03-29T06:15:00Z,1
50.97166986,-113.7107004,Canada,2015-03-29T06:30:00Z,1
51.28259452,-114.0462739,Canada,2015-03-29T07:00:00Z,1
62.43917768,-114.3868623,Canada,2015-03-29T07:00:00Z,1
52.39754708,-113.2111736,Canada,2015-03-29T07:00:00Z,1
45.66012571,-111.0721256,United States,2015-03-29T07:15:00Z,0
61.22470268,-149.6449812,United States,2015-03-29T07:45:00Z,1
44.50827596,-99.01125014,United States,2015-03-29T08:00:00Z,1
64.76868748,-147.2352094,United States,2015-03-29T08:30:00Z,1
51.77893906,-114.1320203,Canada,2015-03-29T11:15:00Z,1
40.70878414,-74.03375308,United States,2015-03-30T02:00:00Z,0
28.5421126,77.28082401,India,2015-03-30T03:15:00Z,0
45.66684002,-111.0591226,United States,2015-03-30T03:30:00Z,0
51.13713237,-114.043745,Canada,2015-03-30T18:15:00Z,0
60.24689041,11.18623661,Norge,2015-03-30T21:15:00Z,1
64.94776501,-147.6490513,United States,2015-03-31T08:45:00Z,1
62.30620985,-150.1273937,United States,2015-03-31T09:00:00Z,1
61.21409006,-149.9233348,United States,2015-03-31T09:00:00Z,1
38.88794223,-77.03663486,United States,2015-04-01T14:30:00Z,0
63.41421446,-19.03528029,Iceland,2015-04-01T21:30:00Z,1
61.17739695,-149.9028588,United States,2015-04-04T12:15:00Z,1
35.72834897,139.6782298,__½___,2015-04-04T16:00:00Z,0
51.85210285,5.270429914,Netherlands,2015-04-04T16:30:00Z,0
33.97617153,-117.3327845,United States,2015-04-04T22:00:00Z,1
33.962546,-117.327352,United States,2015-04-04T22:00:00Z,0
22.32569481,114.145745,Hong Kong,2015-04-05T14:15:00Z,0
45.67187861,-111.0719128,United States,2015-04-08T11:45:00Z,0
55.68480572,-130.6804486,United States,2015-04-09T06:15:00Z,0
47.9152177,-97.04829857,United States,2015-04-10T03:15:00Z,1
53.52406801,-113.5259482,Canada,2015-04-10T03:30:00Z,1
53.60126042,-112.9007477,Canada,2015-04-10T03:30:00Z,1
51.78799567,-114.1330769,Canada,2015-04-10T04:00:00Z,1
53.26317364,-110.0360033,Canada,2015-04-10T04:00:00Z,1
53.74679784,-112.7902322,Canada,2015-04-10T04:30:00Z,1
51.78746955,-114.1171473,Canada,2015-04-10T04:45:00Z,1
53.69840507,-113.2396009,Canada,2015-04-10T05:00:00Z,1
52.38812817,-108.7220147,Canada,2015-04-10T05:15:00Z,1
48.78376443,-122.4629226,United States,2015-04-10T05:30:00Z,0
51.14276877,-114.488451,Canada,2015-04-10T05:45:00Z,1
56.23940756,-120.8653887,Canada,2015-04-10T06:00:00Z,1
48.73995679,-122.5081902,United States,2015-04-10T06:15:00Z,1
62.31888597,-150.1371669,United States,2015-04-10T07:00:00Z,1
49.8879902,-97.22073264,Canada,2015-04-10T07:00:00Z,1
64.62109293,20.6588951,Sweden,2015-04-11T01:00:00Z,1
44.65422434,-87.74489927,United States,2015-04-11T03:15:00Z,1
53.68392222,-113.2265121,Canada,2015-04-11T03:45:00Z,1
49.65412197,-103.8554012,Canada,2015-04-11T04:00:00Z,1
53.59655569,-112.891107,Canada,2015-04-11T04:30:00Z,1
45.67007145,-110.9538297,United States,2015-04-11T04:45:00Z,1
53.69600466,-113.2277178,Canada,2015-04-11T04:45:00Z,1
53.34769591,-113.737403,Canada,2015-04-11T05:00:00Z,1
52.26525823,-113.8237036,Canada,2015-04-11T05:00:00Z,1
52.24442967,-113.8384069,Canada,2015-04-11T05:30:00Z,1
51.07393016,-115.1402058,Canada,2015-04-11T05:30:00Z,1
61.31117604,-149.5874111,United States,2015-04-11T08:30:00Z,1
60.23847334,11.17761328,Norge,2015-04-12T21:45:00Z,0
60.24849587,11.18133685,Norge,2015-04-14T19:45:00Z,0
60.24094612,11.17433488,Norge,2015-04-14T21:00:00Z,1
47.63390169,-95.89572154,United States,2015-04-15T06:00:00Z,1
60.2435134,11.16383179,Norge,2015-04-15T20:30:00Z,1
44.59102581,-79.21736239,Canada,2015-04-16T02:45:00Z,1
44.66915568,-79.33404653,Canada,2015-04-16T02:45:00Z,1
46.54121937,-87.41595379,United States,2015-04-16T03:00:00Z,0
53.88818062,-110.910953,Canada,2015-04-16T03:15:00Z,1
52.34011152,-110.2779788,Canada,2015-04-16T03:15:00Z,1
51.42439675,-114.0695244,Canada,2015-04-16T04:00:00Z,1
51.14123018,-114.2132148,Canada,2015-04-16T05:15:00Z,1
51.77005852,-114.1175677,Canada,2015-04-16T05:30:00Z,1
52.40534786,-108.7084385,Canada,2015-04-16T05:30:00Z,1
49.88440944,-97.141073,Canada,2015-04-16T05:30:00Z,1
47.59908971,-122.3409844,United States,2015-04-16T05:45:00Z,1
48.20234684,-116.5747343,United States,2015-04-16T06:00:00Z,1
49.2802243,-123.1503206,Canada,2015-04-16T08:00:00Z,1
46.86615881,-96.7970613,United States,2015-04-17T03:30:00Z,0
51.42536819,-114.0392856,Canada,2015-04-17T04:30:00Z,1
51.099482,-113.9717376,Canada,2015-04-17T04:30:00Z,1
53.34464499,-113.7339689,Canada,2015-04-17T04:45:00Z,1
53.69278942,-114.2163872,Canada,2015-04-17T05:30:00Z,1
47.63736469,-117.4453958,United States,2015-04-17T05:30:00Z,0
51.78478976,-114.1302196,Canada,2015-04-17T05:45:00Z,1
51.24303953,-114.4120005,Canada,2015-04-17T06:30:00Z,1
48.19063376,-116.5793869,United States,2015-04-17T06:30:00Z,1
40.00695212,-105.2787023,United States,2015-04-17T16:45:00Z,0
60.23072226,11.18434404,Norge,2015-04-18T20:45:00Z,1
53.88329238,-110.9231065,Canada,2015-04-19T04:15:00Z,1
60.24881357,11.1727979,Norge,2015-04-20T20:45:00Z,0
53.67852465,-113.2185504,Canada,2015-04-21T04:30:00Z,1
54.05994935,-113.6600094,Canada,2015-04-21T04:45:00Z,1
45.53360615,-111.1464099,United States,2015-04-21T06:30:00Z,0
60.54839886,-151.2633892,United States,2015-04-21T08:45:00Z,1
60.52346926,-150.7973022,United States,2015-04-21T10:15:00Z,1
57.68967074,-3.452657148,United Kingdom,2015-04-21T21:30:00Z,1
40.42992075,-80.01047732,United States,2015-04-22T01:45:00Z,0
51.38186039,-113.5524866,Canada,2015-04-22T05:45:00Z,1
56.70458714,-111.3896635,Canada,2015-04-22T07:30:00Z,1
68.63725176,27.48400346,Finlandia,2015-04-22T20:45:00Z,1
60.24850897,11.18490568,Norge,2015-04-22T21:15:00Z,0
57.68615308,-3.450302708,United Kingdom,2015-04-25T21:30:00Z,1
64.0382595,-21.98811702,_sland,2015-04-26T02:00:00Z,0
45.67629989,-111.0506588,United States,2015-04-29T03:30:00Z,0
45.66381603,-111.0618905,United States,2015-05-01T05:15:00Z,0
45.66912674,-111.067284,United States,2015-05-05T10:30:00Z,0
41.48398607,-81.5520907,United States,2015-05-05T15:45:00Z,0
61.32484935,-149.5917399,United States,2015-05-06T08:30:00Z,1
61.31206078,-149.6050436,United States,2015-05-06T09:15:00Z,1
61.21466337,-149.6793703,United States,2015-05-06T10:30:00Z,1
-45.88073002,170.5006389,New Zealand,2015-05-07T09:00:00Z,0
38.97069752,-76.95053927,United States,2015-05-07T14:00:00Z,0
-12.06084326,-77.05140659,Per__,2015-05-07T16:30:00Z,1
51.43575287,-0.956357445,United Kingdom,2015-05-07T16:45:00Z,0
58.29797293,-134.4306494,United States,2015-05-07T18:45:00Z,0
43.14536792,-77.62974776,United States,2015-05-08T03:30:00Z,0
38.97095154,-76.96075401,United States,2015-05-08T16:15:00Z,0
41.58053771,-93.63633616,United States,2015-05-09T02:00:00Z,0
47.79741436,-117.4088437,United States,2015-05-10T17:45:00Z,0
60.24821113,11.16427519,Norge,2015-05-11T23:00:00Z,1
51.27376573,-114.0563381,Canada,2015-05-12T04:45:00Z,1
51.03084283,-114.0859754,Canada,2015-05-12T05:00:00Z,1
51.79214165,-114.1240228,Canada,2015-05-12T05:15:00Z,1
51.17590424,-114.4967045,Canada,2015-05-12T18:30:00Z,0
50.01034241,-96.882133,Canada,2015-05-13T03:45:00Z,1
51.31641049,-113.6116227,Canada,2015-05-13T04:30:00Z,1
52.38586929,-113.1886363,Canada,2015-05-13T04:30:00Z,1
51.18352394,-114.4703108,Canada,2015-05-13T04:30:00Z,1
51.78436372,-114.120506,Canada,2015-05-13T04:45:00Z,1
52.39267939,-108.7193989,Canada,2015-05-13T04:45:00Z,1
51.31620254,-113.6419524,Canada,2015-05-13T05:15:00Z,1
51.03436057,-114.0752618,Canada,2015-05-13T05:30:00Z,1
53.34169733,-113.7432387,Canada,2015-05-13T05:30:00Z,1
43.0642867,-89.41345096,United States,2015-05-13T05:30:00Z,1
51.77734087,-114.11693,Canada,2015-05-13T05:45:00Z,1
51.03032453,-114.0922872,Canada,2015-05-13T05:45:00Z,1
46.36968778,-102.358136,United States,2015-05-13T06:00:00Z,1
51.30732669,-113.6258263,Canada,2015-05-13T06:30:00Z,1
53.53921998,-113.5181332,Canada,2015-05-13T06:30:00Z,1
48.20198542,-116.5768264,United States,2015-05-13T06:45:00Z,1
55.3421605,-131.6869478,United States,2015-05-13T07:00:00Z,1
52.39288458,-113.1920492,Canada,2015-05-13T08:00:00Z,1
58.29844594,-134.4320888,United States,2015-05-13T08:15:00Z,1
46.03052424,-84.69389551,United States,2015-05-14T02:45:00Z,0
55.33795895,-131.678229,United States,2015-05-14T03:30:00Z,0
42.32075745,-83.29729967,United States,2015-05-16T02:45:00Z,1
53.5989426,-115.2695415,Canada,2015-05-17T06:00:00Z,1
51.78031999,-114.1074319,Canada,2015-05-19T05:30:00Z,1
53.96894467,-113.2556586,Canada,2015-05-19T06:00:00Z,1
49.59430394,-103.7969065,Canada,2015-05-19T06:15:00Z,1
53.98650442,-113.2345967,Canada,2015-05-19T06:30:00Z,1
33.73541285,-84.39481031,United States,2015-05-21T22:15:00Z,0
49.34914228,-123.1044132,Canada,2015-05-24T17:00:00Z,0
58.13827114,8.013967584,Norway,2015-05-25T08:15:00Z,0
32.15394362,-82.92220111,United States,2015-05-28T01:45:00Z,0
40.73212433,-111.5812516,United States,2015-05-31T18:30:00Z,0
33.7462977,-84.39955047,United States,2015-06-06T21:00:00Z,0
47.73122636,-90.33545651,United States,2015-06-08T04:45:00Z,1
51.78538891,-114.109278,Canada,2015-06-08T06:45:00Z,1
