YYYY,MM,DD,days,days_m,Bsr,dB,Kp1,Kp2,Kp3,Kp4,Kp5,Kp6,Kp7,Kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,Ap,SN,F10.7obs,F10.7adj,D
2016,6,14,30846,30846.5,2494,22,2.667,1.667,1.333,1.667,2.0,2.667,6.333,4.0,12,6,5,6,7,12,94,27,21,38,87.6,90.4,2
2016,6,15,30847,30847.5,2494,23,4.333,2.0,2.333,3.0,2.667,2.333,1.0,0.667,32,7,9,15,12,9,4,3,11,40,87.3,90.1,2
2016,6,16,30848,30848.5,2494,24,1.667,1.333,1.333,2.0,2.333,2.0,1.333,1.333,6,5,5,7,9,7,5,5,6,28,88.2,91.0,2
2016,6,17,30849,30849.5,2494,25,1.333,1.667,1.667,2.0,2.667,2.333,2.333,0.667,5,6,6,7,12,9,9,3,7,39,86.6,89.4,2
2016,6,18,30850,30850.5,2494,26,1.667,2.333,2.333,2.333,2.333,1.333,1.667,1.667,6,9,9,9,9,5,6,6,7,47,83.6,86.3,2
2016,6,19,30851,30851.5,2494,27,1.667,1.667,2.0,0.667,1.0,1.333,0.667,0.0,6,6,7,3,4,5,3,0,4,50,85.2,87.9,2
2016,6,20,30852,30852.5,2495,1,1.0,1.0,1.333,0.333,0.667,0.667,1.0,1.0,4,4,5,2,3,3,4,4,4,36,84.3,87.1,2
2016,6,21,30853,30853.5,2495,2,0.667,0.667,0.333,0.667,1.0,0.667,0.667,0.333,3,3,2,3,4,3,3,2,3,24,80.2,82.9,2
2016,6,22,30854,30854.5,2495,3,0.667,1.0,0.667,1.333,1.667,3.333,4.667,3.333,3,4,3,5,6,18,39,18,12,23,78.3,80.9,2
2016,6,23,30855,30855.5,2495,4,1.667,3.0,0.667,0.667,1.0,3.333,2.667,3.667,6,15,3,3,4,18,12,22,10,12,77.5,80.0,2
2016,6,24,30856,30856.5,2495,5,3.333,3.667,3.0,1.667,2.333,2.333,1.667,3.0,18,22,15,6,9,9,6,15,12,12,75.7,78.2,2
2016,6,25,30857,30857.5,2495,6,2.667,2.0,1.667,0.667,1.0,1.0,2.0,2.667,12,7,6,3,4,4,7,12,7,0,77.1,79.6,2
2016,6,26,30858,30858.5,2495,7,1.667,1.333,1.667,1.333,2.0,3.0,3.0,3.667,6,5,6,5,7,15,15,22,10,0,76.6,79.2,2
2016,6,27,30859,30859.5,2495,8,3.0,2.333,2.667,1.0,1.0,1.0,1.333,2.0,15,9,12,4,4,4,5,7,8,0,75.4,78.0,2
2016,6,28,30860,30860.5,2495,9,2.333,1.667,1.333,1.333,2.0,1.333,1.0,0.333,9,6,5,5,7,5,4,2,5,0,73.1,75.5,2
2016,6,29,30861,30861.5,2495,10,1.667,1.0,1.0,0.667,0.667,1.0,1.667,0.667,6,4,4,3,3,4,6,3,4,0,73.6,76.0,2
2016,6,30,30862,30862.5,2495,11,0.333,0.667,0.333,0.667,0.333,2.0,3.0,2.667,2,3,2,3,2,7,15,12,6,0,72.9,75.4,2
2016,7,1,30863,30863.5,2495,12,3.333,2.0,2.333,2.0,1.333,0.667,0.0,0.333,18,7,9,7,5,3,0,2,6,0,72.0,74.4,2
2016,7,2,30864,30864.5,2495,13,0.667,1.0,1.0,0.667,1.333,1.0,2.667,3.667,3,4,4,3,5,4,12,22,7,11,70.9,73.3,2
2016,7,3,30865,30865.5,2495,14,2.667,2.0,1.333,1.333,1.0,2.333,2.0,2.667,12,7,5,5,4,9,7,12,8,19,72.3,74.8,2
2016,7,4,30866,30866.5,2495,15,1.667,1.667,2.0,1.333,1.0,0.333,1.667,1.0,6,6,7,5,4,2,6,4,5,0,73.8,76.3,2
2016,7,5,30867,30867.5,2495,16,1.0,1.333,0.667,0.333,0.333,0.333,0.667,0.667,4,5,3,2,2,2,3,3,3,13,72.4,74.9,2
2016,7,6,30868,30868.5,2495,17,0.0,0.333,0.333,0.667,0.667,1.0,1.333,2.667,0,2,2,3,3,4,5,12,4,13,77.1,79.7,2
2016,7,7,30869,30869.5,2495,18,2.667,2.667,2.667,2.667,3.333,4.333,4.667,4.333,12,12,12,12,18,32,39,32,21,25,83.3,86.1,2
2016,7,8,30870,30870.5,2495,19,3.333,2.333,3.333,3.667,4.0,3.667,4.0,2.333,18,9,18,22,27,22,27,9,19,41,87.1,90.0,2
2016,7,9,30871,30871.5,2495,20,3.333,2.333,3.333,2.333,3.0,3.0,2.333,1.667,18,9,18,9,15,15,9,6,12,56,92.2,95.3,2
2016,7,10,30872,30872.5,2495,21,2.333,2.0,2.0,2.667,2.667,1.667,2.333,2.0,9,7,7,12,12,6,9,7,9,50,94.4,97.6,2
2016,7,11,30873,30873.5,2495,22,2.333,2.667,1.333,2.0,2.667,2.333,2.667,2.667,9,12,5,7,12,9,12,12,10,62,94.7,97.8,2
2016,7,12,30874,30874.5,2495,23,3.0,4.333,4.333,3.667,2.333,1.667,2.667,3.333,15,32,32,22,9,6,12,18,18,59,92.4,95.5,2
2016,7,13,30875,30875.5,2495,24,3.0,2.0,1.333,1.667,1.667,1.667,1.333,2.0,15,7,5,6,6,6,5,7,7,53,96.8,100.0,2
2016,7,14,30876,30876.5,2495,25,1.667,2.333,4.0,3.333,1.667,2.0,1.667,2.0,6,9,27,18,6,7,6,7,11,58,95.1,98.2,2
2016,7,15,30877,30877.5,2495,26,2.333,3.0,2.667,2.667,1.667,2.333,1.667,2.667,9,15,12,12,6,9,6,12,10,69,102.1,105.4,2
2016,7,16,30878,30878.5,2495,27,2.667,1.333,1.333,1.333,3.0,1.333,1.667,1.0,12,5,5,5,15,5,6,4,7,60,106.6,110.1,2
2016,7,17,30879,30879.5,2496,1,1.333,1.333,0.667,1.0,1.333,1.333,1.333,2.0,5,5,3,4,5,5,5,7,5,39,105.2,108.6,2
2016,7,18,30880,30880.5,2496,2,0.667,0.667,1.0,0.667,0.333,0.333,0.333,1.333,3,3,4,3,2,2,2,5,3,64,107.1,110.6,2
2016,7,19,30881,30881.5,2496,3,1.0,0.667,0.333,0.667,0.667,0.667,0.333,5.0,4,3,2,3,3,3,2,48,8,59,100.8,104.1,2
2016,7,20,30882,30882.5,2496,4,5.0,4.667,3.667,2.333,2.333,2.333,2.667,1.0,48,39,22,9,9,9,12,4,19,56,108.0,111.5,2
2016,7,21,30883,30883.5,2496,5,0.667,0.333,1.0,1.333,1.333,2.667,0.667,2.0,3,2,4,5,5,12,3,7,5,52,100.1,103.3,2
2016,7,22,30884,30884.5,2496,6,1.333,1.333,1.333,1.667,2.333,2.667,2.333,1.667,5,5,5,6,9,12,9,6,7,39,90.4,93.3,2
2016,7,23,30885,30885.5,2496,7,2.0,3.0,3.0,1.333,1.0,0.333,0.667,1.667,7,15,15,5,4,2,3,6,7,27,86.2,88.9,2
2016,7,24,30886,30886.5,2496,8,1.667,0.667,1.0,1.333,1.667,3.667,4.667,4.0,6,3,4,5,6,22,39,27,14,13,82.2,84.8,2
2016,7,25,30887,30887.5,2496,9,4.0,3.667,3.0,3.0,3.667,3.333,2.667,2.333,27,22,15,15,22,18,12,9,18,0,73.6,75.9,2
2016,7,26,30888,30888.5,2496,10,0.667,1.333,0.667,0.333,1.0,1.0,1.0,1.333,3,5,3,2,4,4,4,5,4,0,73.5,75.9,2
2016,7,27,30889,30889.5,2496,11,0.667,0.333,0.0,0.0,0.333,0.333,0.667,2.0,3,2,0,0,2,2,3,7,2,0,71.6,73.8,2
2016,7,28,30890,30890.5,2496,12,2.333,3.333,3.0,1.667,2.0,2.667,4.0,3.333,9,18,15,6,7,12,27,18,14,13,70.3,72.5,2
2016,7,29,30891,30891.5,2496,13,3.333,3.667,3.0,3.0,2.333,2.333,2.667,1.667,18,22,15,15,9,9,12,6,13,15,70.5,72.6,2
2016,7,30,30892,30892.5,2496,14,3.0,1.333,1.0,1.0,0.667,0.667,1.0,1.0,15,5,4,4,3,3,4,4,5,21,71.0,73.1,2
2016,7,31,30893,30893.5,2496,15,1.667,0.333,0.333,1.0,0.333,1.0,0.667,0.0,6,2,2,4,2,4,3,0,3,16,71.5,73.7,2
2016,8,1,30894,30894.5,2496,16,1.333,0.333,0.0,0.0,0.333,0.667,0.667,1.333,5,2,0,0,2,3,3,5,2,12,71.9,74.1,2
2016,8,2,30895,30895.5,2496,17,1.0,1.333,1.333,2.333,2.333,3.667,4.333,5.0,4,5,5,9,9,22,32,48,17,12,74.9,77.1,2
2016,8,3,30896,30896.5,2496,18,5.0,4.0,4.667,5.0,4.0,4.667,3.0,3.0,48,27,39,48,27,39,15,15,32,0,74.8,77.0,2
2016,8,4,30897,30897.5,2496,19,3.667,3.333,2.667,2.667,3.0,4.0,3.0,1.667,22,18,12,12,15,27,15,6,16,16,76.3,78.5,2
2016,8,5,30898,30898.5,2496,20,1.333,3.667,3.667,4.0,3.0,2.667,2.0,3.333,5,22,22,27,15,12,7,18,16,38,79.8,82.1,2
2016,8,6,30899,30899.5,2496,21,3.0,1.667,2.667,3.333,2.667,2.667,2.0,3.333,15,6,12,18,12,12,7,18,12,39,83.1,85.5,2
2016,8,7,30900,30900.5,2496,22,4.333,1.667,1.333,1.333,2.667,3.0,1.667,2.667,32,6,5,5,12,15,6,12,12,51,92.7,95.3,2
2016,8,8,30901,30901.5,2496,23,3.333,2.0,1.667,1.667,2.667,3.667,2.333,0.667,18,7,6,6,12,22,9,3,10,81,96.4,99.0,2
2016,8,9,30902,30902.5,2496,24,1.333,2.667,1.667,3.333,3.333,2.667,1.667,3.333,5,12,6,18,18,12,6,18,12,72,92.3,94.9,2
2016,8,10,30903,30903.5,2496,25,3.667,3.0,3.333,3.333,2.0,2.667,3.0,3.0,22,15,18,18,7,12,15,15,15,77,95.0,97.6,2
2016,8,11,30904,30904.5,2496,26,1.667,0.667,1.333,1.667,1.333,2.333,3.0,3.0,6,3,5,6,5,9,15,15,8,79,94.7,97.2,2
2016,8,12,30905,30905.5,2496,27,3.667,3.333,2.0,2.333,2.0,1.667,1.0,1.0,22,18,7,9,7,6,4,4,10,71,94.8,97.3,2
2016,8,13,30906,30906.5,2497,1,1.333,1.333,1.0,0.667,1.0,1.333,1.667,0.667,5,5,4,3,4,5,6,3,4,58,90.5,92.9,2
2016,8,14,30907,30907.5,2497,2,1.333,0.333,0.667,1.0,1.667,0.333,0.667,0.333,5,2,3,4,6,2,3,2,3,59,87.2,89.4,2
2016,8,15,30908,30908.5,2497,3,0.667,0.333,1.333,0.667,0.333,1.0,0.0,1.0,3,2,5,3,2,4,0,4,3,63,87.6,89.8,2
2016,8,16,30909,30909.5,2497,4,0.0,0.333,0.667,0.667,1.667,1.0,1.0,3.333,0,2,3,3,6,4,4,18,5,80,86.5,88.7,2
2016,8,17,30910,30910.5,2497,5,2.667,3.0,1.333,1.0,1.333,0.333,1.667,2.667,12,15,5,4,5,2,6,12,8,58,82.9,84.9,2
2016,8,18,30911,30911.5,2497,6,1.667,3.0,1.0,1.0,1.667,1.0,0.667,1.667,6,15,4,4,6,4,3,6,6,49,82.4,84.4,2
2016,8,19,30912,30912.5,2497,7,0.333,0.0,1.333,1.333,1.0,1.333,1.0,0.667,2,0,5,5,4,5,4,3,4,47,80.8,82.7,2
2016,8,20,30913,30913.5,2497,8,2.0,1.333,1.333,0.333,0.667,0.0,0.0,0.333,7,5,5,2,3,0,0,2,3,16,78.1,80.0,2
2016,8,21,30914,30914.5,2497,9,0.0,0.0,0.333,1.0,2.667,3.667,2.333,2.667,0,0,2,4,12,22,9,12,8,14,76.7,78.4,2
2016,8,22,30915,30915.5,2497,10,1.333,1.0,1.0,0.667,0.333,0.667,1.333,1.0,5,4,4,3,2,3,5,4,4,28,80.0,81.8,2
2016,8,23,30916,30916.5,2497,11,1.333,2.0,0.333,2.333,3.333,3.0,5.0,4.667,5,7,2,9,18,15,48,39,18,48,81.3,83.1,2
2016,8,24,30917,30917.5,2497,12,5.333,2.667,1.667,3.333,3.667,2.0,2.0,3.667,56,12,6,18,22,7,7,22,19,49,78.0,79.7,2
2016,8,25,30918,30918.5,2497,13,2.0,1.333,2.333,2.667,2.0,2.667,2.667,3.333,7,5,9,12,7,12,12,18,10,48,78.7,80.3,2
2016,8,26,30919,30919.5,2497,14,2.667,1.667,0.333,0.667,1.0,2.0,1.667,1.667,12,6,2,3,4,7,6,6,6,49,81.9,83.6,2
2016,8,27,30920,30920.5,2497,15,2.0,2.333,0.667,1.667,1.0,0.667,0.667,0.0,7,9,3,6,4,3,3,0,4,58,83.9,85.6,2
2016,8,28,30921,30921.5,2497,16,0.333,0.333,0.333,1.0,0.667,0.333,0.333,0.333,2,2,2,4,3,2,2,2,2,64,85.4,87.1,2
2016,8,29,30922,30922.5,2497,17,1.0,0.0,0.333,1.333,1.667,1.667,2.333,3.0,4,0,2,5,6,6,9,15,6,68,87.8,89.5,2
2016,8,30,30923,30923.5,2497,18,2.667,2.333,1.667,1.667,3.333,4.333,4.0,4.0,12,9,6,6,18,32,27,27,17,74,100.4,102.3,2
2016,8,31,30924,30924.5,2497,19,1.667,0.667,1.0,0.667,0.667,0.667,2.667,2.667,6,3,4,3,3,3,12,12,6,77,97.5,99.3,2
2016,9,1,30925,30925.5,2497,20,4.0,3.667,4.0,3.0,4.0,3.333,4.667,5.0,27,22,27,15,27,18,39,48,28,78,95.2,96.9,2
2016,9,2,30926,30926.5,2497,21,6.0,5.333,3.0,3.333,4.667,4.0,2.667,5.0,80,56,15,18,39,27,12,48,37,67,94.6,96.3,2
2016,9,3,30927,30927.5,2497,22,3.667,5.667,4.667,4.0,4.333,4.667,4.333,4.333,22,67,39,27,32,39,32,32,36,65,99.0,100.7,2
2016,9,4,30928,30928.5,2497,23,4.333,3.333,4.0,3.667,3.667,4.0,4.333,3.667,32,18,27,22,22,27,32,22,25,49,97.4,99.0,2
2016,9,5,30929,30929.5,2497,24,3.0,3.333,3.333,2.333,1.333,3.333,4.667,3.0,15,18,18,9,5,18,39,15,17,31,93.8,95.3,2
2016,9,6,30930,30930.5,2497,25,3.0,3.0,3.0,2.333,2.667,2.333,3.667,2.333,15,15,15,9,12,9,22,9,13,43,92.4,93.9,2
2016,9,7,30931,30931.5,2497,26,3.0,3.333,1.333,2.0,3.333,3.333,1.333,1.667,15,18,5,7,18,18,5,6,12,57,93.0,94.4,2
2016,9,8,30932,30932.5,2497,27,3.0,3.667,3.0,2.333,2.333,2.0,2.333,1.667,15,22,15,9,9,7,9,6,12,53,94.5,95.9,2
2016,9,9,30933,30933.5,2498,1,2.0,0.333,0.333,0.0,1.0,0.667,0.667,1.667,7,2,2,0,4,3,3,6,3,79,91.0,92.3,2
2016,9,10,30934,30934.5,2498,2,1.0,1.333,1.333,0.667,0.0,0.0,0.333,1.667,4,5,5,3,0,0,2,6,3,78,93.0,94.3,2
2016,9,11,30935,30935.5,2498,3,0.667,0.333,0.667,0.667,1.0,1.0,1.0,0.667,3,2,3,3,4,4,4,3,3,67,86.4,87.5,2
2016,9,12,30936,30936.5,2498,4,2.0,1.667,0.667,0.667,1.667,0.333,0.667,1.333,7,6,3,3,6,2,3,5,4,59,86.5,87.5,2
2016,9,13,30937,30937.5,2498,5,1.667,1.333,1.0,1.0,0.667,0.667,0.667,1.0,6,5,4,4,3,3,3,4,4,39,86.0,87.0,2
2016,9,14,30938,30938.5,2498,6,1.333,1.333,1.333,1.667,2.333,1.667,3.0,2.333,5,5,5,6,9,6,15,9,8,28,85.2,86.2,2
2016,9,15,30939,30939.5,2498,7,2.667,2.333,1.667,1.0,0.667,0.667,0.667,1.333,12,9,6,4,3,3,3,5,6,15,84.4,85.3,2
2016,9,16,30940,30940.5,2498,8,0.0,0.0,0.0,0.333,0.667,1.0,1.667,0.333,0,0,0,2,3,4,6,2,2,13,83.7,84.5,2
2016,9,17,30941,30941.5,2498,9,1.333,0.333,0.0,1.333,0.667,0.0,0.333,1.0,5,2,0,5,3,0,2,4,3,14,80.3,81.0,2
2016,9,18,30942,30942.5,2498,10,1.333,1.0,1.667,2.333,2.333,2.0,1.0,1.333,5,4,6,9,9,7,4,5,6,38,83.0,83.8,2
2016,9,19,30943,30943.5,2498,11,1.333,0.667,2.333,2.333,2.333,2.667,1.333,3.0,5,3,9,9,9,12,5,15,8,63,82.6,83.3,2
2016,9,20,30944,30944.5,2498,12,4.333,4.333,3.667,3.667,1.667,2.667,2.667,2.333,32,32,22,22,6,12,12,9,18,53,84.5,85.2,2
2016,9,21,30945,30945.5,2498,13,4.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,27,7,7,15,4,0,4,4,8,55,85.5,86.1,2
2016,9,22,30946,30946.5,2498,14,2.0,1.0,1.667,0.667,0.667,0.0,0.0,0.0,7,4,6,3,3,0,0,0,3,36,85.1,85.7,2
2016,9,23,30947,30947.5,2498,15,0.0,1.0,1.333,0.333,0.667,0.667,0.333,1.0,0,4,5,2,3,3,2,4,3,60,85.5,86.1,2
2016,9,24,30948,30948.5,2498,16,0.0,0.333,0.667,0.333,1.0,0.667,2.0,2.333,0,2,3,2,4,3,7,9,4,55,84.9,85.4,2
2016,9,25,30949,30949.5,2498,17,4.0,4.333,1.0,3.667,2.667,3.0,4.333,4.333,27,32,4,22,12,15,32,32,22,30,84.6,85.1,2
2016,9,26,30950,30950.5,2498,18,3.333,3.667,3.0,2.667,3.333,3.333,3.667,4.333,18,22,15,12,18,18,22,32,20,29,86.8,87.2,2
2016,9,27,30951,30951.5,2498,19,5.0,3.667,4.0,5.0,4.333,5.667,3.0,3.667,48,22,27,48,32,67,15,22,35,26,85.6,85.9,2
2016,9,28,30952,30952.5,2498,20,4.333,4.667,3.0,4.333,4.0,5.0,5.667,4.333,32,39,15,32,27,48,67,32,36,30,84.4,84.8,2
2016,9,29,30953,30953.5,2498,21,3.667,4.667,5.333,5.0,4.0,5.0,4.333,3.0,22,39,56,48,27,48,32,15,36,17,82.7,83.0,2
2016,9,30,30954,30954.5,2498,22,4.0,3.667,3.333,3.333,2.333,3.0,5.0,2.0,27,22,18,18,9,15,48,7,20,12,80.6,80.8,2
2016,10,1,30955,30955.5,2498,23,3.0,4.0,2.333,2.667,2.0,3.667,4.333,3.0,15,27,9,12,7,22,32,15,17,0,81.0,81.2,2
2016,10,2,30956,30956.5,2498,24,3.333,3.0,2.667,2.0,3.333,2.333,4.333,3.333,18,15,12,7,18,9,32,18,16,15,82.3,82.4,2
2016,10,3,30957,30957.5,2498,25,2.333,3.667,3.333,1.0,2.0,2.667,3.333,3.0,9,22,18,4,7,12,18,15,13,35,87.8,87.9,2
2016,10,4,30958,30958.5,2498,26,3.667,5.0,3.0,4.0,4.0,2.0,3.333,3.333,22,48,15,27,27,7,18,18,23,40,93.1,93.1,2
2016,10,5,30959,30959.5,2498,27,3.333,3.333,3.0,2.0,2.0,2.333,1.667,2.333,18,18,15,7,7,9,6,9,11,41,99.3,99.3,2
2016,10,6,30960,30960.5,2499,1,2.0,1.667,1.0,0.0,0.333,2.333,2.0,1.0,7,6,4,0,2,9,7,4,5,56,101.5,101.4,2
2016,10,7,30961,30961.5,2499,2,2.667,1.667,1.0,0.333,0.667,1.667,2.0,0.667,12,6,4,2,3,6,7,3,5,60,104.2,104.0,2
2016,10,8,30962,30962.5,2499,3,2.0,3.333,2.0,2.0,1.0,1.0,1.667,1.333,7,18,7,7,4,4,6,5,7,63,104.3,104.1,2
2016,10,9,30963,30963.5,2499,4,1.333,1.0,1.333,1.0,1.667,0.667,2.0,1.0,5,4,5,4,6,3,7,4,5,68,104.5,104.2,2
2016,10,10,30964,30964.5,2499,5,3.333,2.667,2.333,1.0,1.0,2.667,3.0,0.667,18,12,9,4,4,12,15,3,10,66,102.0,101.6,2
2016,10,11,30965,30965.5,2499,6,0.0,0.0,0.667,1.0,0.333,0.0,0.333,0.667,0,0,3,4,2,0,2,3,2,63,99.2,98.8,2
2016,10,12,30966,30966.5,2499,7,0.667,0.333,0.667,0.333,0.333,1.0,1.667,3.0,3,2,3,2,2,4,6,15,5,41,97.6,97.2,2
2016,10,13,30967,30967.5,2499,8,2.333,3.0,4.333,4.667,4.667,6.333,6.333,5.0,9,15,32,39,39,94,94,48,46,42,95.3,94.8,2
2016,10,14,30968,30968.5,2499,9,5.667,4.667,4.667,3.0,1.667,1.667,0.667,0.667,67,39,39,15,6,6,3,3,22,41,92.8,92.3,2
2016,10,15,30969,30969.5,2499,10,2.667,2.333,2.0,2.0,2.0,2.667,2.0,3.0,12,9,7,7,7,12,7,15,10,38,84.9,84.4,2
2016,10,16,30970,30970.5,2499,11,2.667,1.333,2.667,3.0,3.0,2.333,5.0,3.667,12,5,12,15,15,9,48,22,17,29,80.9,80.4,2
2016,10,17,30971,30971.5,2499,12,3.333,3.333,3.667,4.0,2.333,3.667,3.333,4.0,18,18,22,27,9,22,18,27,20,27,76.2,75.6,2
2016,10,18,30972,30972.5,2499,13,2.667,3.0,3.0,2.0,1.333,1.333,1.0,2.333,12,15,15,7,5,5,4,9,9,29,77.4,76.8,2
2016,10,19,30973,30973.5,2499,14,2.667,2.0,1.0,1.333,1.0,1.333,1.333,0.667,12,7,4,5,4,5,5,3,6,28,76.5,75.8,2
2016,10,20,30974,30974.5,2499,15,1.333,0.0,0.333,0.0,0.333,0.0,1.333,0.333,5,0,2,0,2,0,5,2,2,16,74.7,74.0,2
2016,10,21,30975,30975.5,2499,16,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.333,0,3,2,0,0,0,0,2,1,28,77.8,77.1,2
2016,10,22,30976,30976.5,2499,17,1.0,0.0,0.667,1.333,1.0,1.667,2.333,1.667,4,0,3,5,4,6,9,6,5,27,77.5,76.7,2
2016,10,23,30977,30977.5,2499,18,0.333,2.0,2.667,1.333,2.0,2.0,2.667,3.0,2,7,12,5,7,7,12,15,8,15,76.9,76.0,2
2016,10,24,30978,30978.5,2499,19,3.667,3.667,2.667,2.0,3.667,3.0,2.0,3.667,22,22,12,7,22,15,7,22,16,15,75.3,74.5,2
2016,10,25,30979,30979.5,2499,20,4.333,4.333,3.333,5.0,6.333,6.333,5.333,6.0,32,32,18,48,94,94,56,80,57,17,77.8,76.9,2
2016,10,26,30980,30980.5,2499,21,4.667,5.0,3.667,5.667,4.0,5.667,4.667,4.667,39,48,22,67,27,67,39,39,44,25,78.0,77.1,2
2016,10,27,30981,30981.5,2499,22,4.333,4.667,3.667,3.0,3.333,4.667,4.0,3.333,32,39,22,15,18,39,27,18,26,25,78.9,77.8,2
2016,10,28,30982,30982.5,2499,23,2.667,2.667,3.333,2.667,2.667,3.333,3.0,4.333,12,12,18,12,12,18,15,32,16,37,79.2,78.2,2
2016,10,29,30983,30983.5,2499,24,5.0,5.333,4.667,3.333,3.667,2.333,2.667,2.333,48,56,39,18,22,9,12,9,27,23,79.1,78.0,2
2016,10,30,30984,30984.5,2499,25,4.0,3.333,3.0,2.333,3.667,3.333,3.0,2.0,27,18,15,9,22,18,15,7,16,13,76.2,75.1,2
2016,10,31,30985,30985.5,2499,26,2.667,3.0,2.333,2.333,1.333,2.0,1.667,0.667,12,15,9,9,5,7,6,3,8,13,76.7,75.5,2
2016,11,1,30986,30986.5,2499,27,2.0,2.0,2.0,2.667,3.0,2.0,2.0,3.667,7,7,7,12,15,7,7,22,10,12,76.5,75.4,2
2016,11,2,30987,30987.5,2500,1,4.333,2.0,1.0,2.333,3.667,2.667,1.667,3.667,32,7,4,9,22,12,6,22,14,0,76.0,74.8,2
2016,11,3,30988,30988.5,2500,2,3.0,3.0,4.0,3.667,2.667,2.667,2.0,3.667,15,15,27,22,12,12,7,22,16,27,75.6,74.4,2
2016,11,4,30989,30989.5,2500,3,2.667,1.667,1.0,0.667,0.0,0.0,1.0,0.333,12,6,4,3,0,0,4,2,4,25,76.7,75.4,2
2016,11,5,30990,30990.5,2500,4,0.667,0.333,0.667,0.667,0.333,0.0,0.333,0.0,3,2,3,3,2,0,2,0,2,25,76.7,75.3,2
2016,11,6,30991,30991.5,2500,5,1.0,0.333,1.333,1.0,2.0,0.333,1.0,1.667,4,2,5,4,7,2,4,6,4,22,76.2,74.9,2
2016,11,7,30992,30992.5,2500,6,2.0,0.667,1.333,0.667,0.667,0.667,0.0,0.0,7,3,5,3,3,3,0,0,3,11,76.5,75.1,2
2016,11,8,30993,30993.5,2500,7,0.0,0.0,0.333,0.667,1.0,0.333,0.0,1.0,0,0,2,3,4,2,0,4,2,0,76.9,75.4,2
2016,11,9,30994,30994.5,2500,8,0.0,0.0,2.0,1.667,2.0,1.0,2.667,2.667,0,0,7,6,7,4,12,12,6,14,79.9,78.3,2
2016,11,10,30995,30995.5,2500,9,1.667,1.667,2.0,2.333,3.333,4.667,3.0,3.0,6,6,7,9,18,39,15,15,14,24,80.2,78.6,2
2016,11,11,30996,30996.5,2500,10,4.333,2.0,1.667,2.0,1.667,2.333,1.667,3.333,32,7,6,7,6,9,6,18,11,26,78.4,76.8,2
2016,11,12,30997,30997.5,2500,11,2.667,3.667,2.333,4.0,3.667,3.333,3.0,3.333,12,22,9,27,22,18,15,18,18,12,78.4,76.8,2
2016,11,13,30998,30998.5,2500,12,3.667,3.667,3.333,3.333,3.0,3.0,4.667,3.667,22,22,18,18,15,15,39,22,21,36,77.8,76.2,2
2016,11,14,30999,30999.5,2500,13,1.333,2.333,2.333,2.333,2.667,3.0,1.667,3.0,5,9,9,9,12,15,6,15,10,31,77.3,75.6,2
2016,11,15,31000,31000.5,2500,14,3.333,2.333,1.667,1.667,2.333,1.333,0.333,0.333,18,9,6,6,9,5,2,2,7,27,76.5,74.9,2
2016,11,16,31001,31001.5,2500,15,0.667,1.0,0.667,0.333,0.333,1.0,1.667,1.667,3,4,3,2,2,4,6,6,4,27,80.9,79.1,2
2016,11,17,31002,31002.5,2500,16,1.0,0.333,0.333,0.333,0.0,0.333,1.333,1.333,4,2,2,2,0,2,5,5,3,29,78.6,76.8,2
2016,11,18,31003,31003.5,2500,17,2.0,0.0,0.0,0.0,0.333,1.333,0.0,0.333,7,0,0,0,2,5,0,2,2,28,77.6,75.8,2
2016,11,19,31004,31004.5,2500,18,0.0,0.0,0.0,0.0,0.333,0.667,0.667,0.333,0,0,0,0,2,3,3,2,1,24,76.8,74.9,2
2016,11,20,31005,31005.5,2500,19,0.0,0.0,0.333,0.667,1.0,0.667,0.333,1.0,0,0,2,3,4,3,2,4,2,13,76.4,74.6,2
2016,11,21,31006,31006.5,2500,20,0.667,1.667,0.667,0.667,1.333,1.0,2.333,2.333,3,6,3,3,5,4,9,9,5,0,75.0,73.1,2
2016,11,22,31007,31007.5,2500,21,1.0,0.667,1.0,2.0,2.333,3.0,3.0,4.333,4,3,4,7,9,15,15,32,11,0,77.3,75.4,2
2016,11,23,31008,31008.5,2500,22,4.0,3.0,2.667,1.667,1.333,1.667,2.667,1.0,27,15,12,6,5,6,12,4,11,11,77.7,75.7,2
2016,11,24,31009,31009.5,2500,23,3.667,2.333,3.0,3.0,4.667,3.333,3.667,3.667,22,9,15,15,39,18,22,22,20,12,79.0,77.0,2
2016,11,25,31010,31010.5,2500,24,4.333,5.333,5.0,2.667,4.333,3.667,4.333,2.0,32,56,48,12,32,22,32,7,30,13,80.9,78.8,2
2016,11,26,31011,31011.5,2500,25,2.667,3.0,2.333,2.333,2.0,3.0,2.667,2.0,12,15,9,9,7,15,12,7,11,25,81.2,79.1,2
2016,11,27,31012,31012.5,2500,26,2.333,2.667,2.333,2.0,2.0,0.667,2.0,2.333,9,12,9,7,7,3,7,9,8,30,82.6,80.4,2
2016,11,28,31013,31013.5,2500,27,1.333,1.667,1.667,1.333,2.0,2.667,2.0,2.333,5,6,6,5,7,12,7,9,7,41,85.2,82.9,2
2016,11,29,31014,31014.5,2501,1,2.0,1.333,0.333,0.667,1.0,0.667,1.667,2.0,7,5,2,3,4,3,6,7,5,46,85.5,83.1,2
