YYYY,MM,DD,days,days_m,Bsr,dB,Kp1,Kp2,Kp3,Kp4,Kp5,Kp6,Kp7,Kp8,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,Ap,SN,F10.7obs,F10.7adj,D
2015,7,12,30508,30508.5,2482,8,3.0,2.333,2.333,3.0,2.333,2.667,3.0,3.0,15,9,9,15,9,12,15,15,12,71,116.0,119.9,2
2015,7,13,30509,30509.5,2482,9,3.0,5.0,4.667,4.333,3.333,4.0,5.667,3.0,15,48,39,32,18,27,67,15,33,53,110.1,113.8,2
2015,7,14,30510,30510.5,2482,10,3.0,1.333,1.0,0.667,1.0,1.0,1.667,1.333,15,5,4,3,4,4,6,5,6,43,105.2,108.7,2
2015,7,15,30511,30511.5,2482,11,1.0,2.0,1.0,1.0,2.0,1.667,1.333,2.333,4,7,4,4,7,6,5,9,6,43,101.0,104.4,2
2015,7,16,30512,30512.5,2482,12,3.0,1.667,2.0,1.667,1.667,1.667,1.0,1.0,15,6,7,6,6,6,4,4,7,50,99.6,102.9,2
2015,7,17,30513,30513.5,2482,13,1.333,1.333,1.0,1.0,1.0,1.333,0.333,0.333,5,5,4,4,4,5,2,2,4,50,97.4,100.6,2
2015,7,18,30514,30514.5,2482,14,0.0,0.667,0.0,0.667,0.667,0.333,1.333,0.333,0,3,0,3,3,2,5,2,2,58,96.0,99.1,2
2015,7,19,30515,30515.5,2482,15,0.0,0.333,0.333,0.667,0.333,0.333,0.333,0.0,0,2,2,3,2,2,2,0,2,44,99.4,102.6,2
2015,7,20,30516,30516.5,2482,16,0.0,0.333,0.667,1.333,1.0,0.333,0.667,0.667,0,2,3,5,4,2,3,3,3,36,93.2,96.3,2
2015,7,21,30517,30517.5,2482,17,2.333,2.0,2.333,2.0,2.0,1.0,2.333,2.0,9,7,9,7,7,4,9,7,7,36,91.0,94.0,2
2015,7,22,30518,30518.5,2482,18,0.667,0.333,0.667,1.667,2.0,3.0,2.333,1.333,3,2,3,6,7,15,9,5,6,36,89.0,91.9,2
2015,7,23,30519,30519.5,2482,19,2.667,4.0,5.333,2.667,2.667,2.667,3.667,2.667,12,27,56,12,12,12,22,12,21,29,89.4,92.2,2
2015,7,24,30520,30520.5,2482,20,1.667,1.0,1.0,0.667,2.0,1.333,1.333,1.667,6,4,4,3,7,5,5,6,5,31,92.2,95.2,2
2015,7,25,30521,30521.5,2482,21,2.333,1.0,2.667,2.333,1.333,1.0,1.667,2.333,9,4,12,9,5,4,6,9,7,34,94.0,96.9,2
2015,7,26,30522,30522.5,2482,22,2.667,1.0,0.667,2.333,0.667,1.333,2.333,1.667,12,4,3,9,3,5,9,6,6,40,97.0,100.1,2
2015,7,27,30523,30523.5,2482,23,2.0,1.667,2.667,3.0,2.667,1.333,1.667,1.667,7,6,12,15,12,5,6,6,9,51,100.1,103.2,2
2015,7,28,30524,30524.5,2482,24,1.333,2.333,1.667,2.0,3.0,1.333,1.667,1.333,5,9,6,7,15,5,6,5,7,62,101.1,104.2,2
2015,7,29,30525,30525.5,2482,25,1.333,1.333,1.0,1.0,1.333,1.0,1.667,0.667,5,5,4,4,5,4,6,3,4,67,100.7,103.8,2
2015,7,30,30526,30526.5,2482,26,1.667,1.667,1.0,1.0,2.0,3.0,4.333,3.333,6,6,4,4,7,15,32,18,12,76,102.0,105.1,2
2015,7,31,30527,30527.5,2482,27,2.667,2.333,1.333,2.0,3.333,3.667,3.333,3.0,12,9,5,7,18,22,18,15,13,69,100.7,103.8,2
2015,8,1,30528,30528.5,2483,1,3.0,1.667,1.333,2.0,1.667,2.667,2.333,2.333,15,6,5,7,6,12,9,9,9,64,102.9,106.0,2
2015,8,2,30529,30529.5,2483,2,3.333,2.333,2.333,1.333,3.0,2.667,1.333,2.0,18,9,9,5,15,12,5,7,10,53,101.5,104.5,2
2015,8,3,30530,30530.5,2483,3,2.0,2.667,1.667,1.0,1.667,1.0,1.333,1.333,7,12,6,4,6,4,5,5,6,61,105.6,108.7,2
2015,8,4,30531,30531.5,2483,4,1.667,2.0,1.333,1.0,1.333,1.0,1.333,2.667,6,7,5,4,5,4,5,12,6,90,106.8,109.9,2
2015,8,5,30532,30532.5,2483,5,1.333,0.667,0.333,0.667,1.333,1.333,1.333,2.333,5,3,2,3,5,5,5,9,5,94,112.2,115.5,2
2015,8,6,30533,30533.5,2483,6,2.0,1.0,2.333,3.333,3.0,2.333,2.333,2.667,7,4,9,18,15,9,9,12,10,108,121.6,125.1,2
2015,8,7,30534,30534.5,2483,7,2.667,2.0,4.333,2.333,5.0,4.0,1.667,1.333,12,7,32,9,48,27,6,5,18,112,122.1,125.5,2
2015,8,8,30535,30535.5,2483,8,1.667,2.0,2.667,2.667,3.0,2.0,2.667,2.667,6,7,12,12,15,7,12,12,10,93,121.0,124.4,2
2015,8,9,30536,30536.5,2483,9,1.333,2.333,2.333,3.333,2.0,2.333,2.0,3.0,5,9,9,18,7,9,7,15,10,76,114.5,117.6,2
2015,8,10,30537,30537.5,2483,10,2.667,2.667,2.333,2.0,1.667,1.667,2.333,1.333,12,12,9,7,6,6,9,5,8,69,106.2,109.1,2
2015,8,11,30538,30538.5,2483,11,2.667,2.333,2.0,1.667,1.0,1.333,0.667,2.333,12,9,7,6,4,5,3,9,7,78,102.8,105.6,2
2015,8,12,30539,30539.5,2483,12,2.0,2.0,2.667,1.0,2.333,3.0,2.667,3.333,7,7,12,4,9,15,12,18,10,66,99.2,101.9,2
2015,8,13,30540,30540.5,2483,13,3.0,4.333,2.0,1.667,2.333,1.333,1.0,1.0,15,32,7,6,9,5,4,4,10,55,94.8,97.3,2
2015,8,14,30541,30541.5,2483,14,0.0,0.333,0.0,0.667,0.667,0.667,0.667,1.0,0,2,0,3,3,3,3,4,2,46,93.2,95.7,2
2015,8,15,30542,30542.5,2483,15,2.333,1.667,3.333,6.0,6.0,4.667,3.333,4.333,9,6,18,80,80,39,18,32,35,39,89.4,91.7,2
2015,8,16,30543,30543.5,2483,16,5.333,4.667,5.667,3.333,2.667,3.667,3.667,3.667,56,39,67,18,12,22,22,22,32,38,85.6,87.8,2
2015,8,17,30544,30544.5,2483,17,3.333,4.0,4.333,3.667,4.0,3.667,3.667,2.333,18,27,32,22,27,22,22,9,22,33,87.0,89.2,2
2015,8,18,30545,30545.5,2483,18,3.0,2.667,2.333,1.333,0.667,1.667,1.0,2.333,15,12,9,5,3,6,4,9,8,39,88.7,90.9,2
2015,8,19,30546,30546.5,2483,19,3.667,4.0,3.333,2.667,3.667,3.333,2.667,2.333,22,27,18,12,22,18,12,9,18,50,98.2,100.6,2
2015,8,20,30547,30547.5,2483,20,2.667,2.667,2.0,2.333,3.333,2.333,2.667,2.667,12,12,7,9,18,9,12,12,11,65,102.8,105.3,2
2015,8,21,30548,30548.5,2483,21,1.0,1.333,1.667,1.0,2.333,1.0,1.333,1.0,4,5,6,4,9,4,5,4,5,73,118.6,121.4,2
2015,8,22,30549,30549.5,2483,22,1.667,0.667,1.0,2.333,3.333,2.333,2.0,2.333,6,3,4,9,18,9,7,9,8,71,116.9,119.6,2
2015,8,23,30550,30550.5,2483,23,3.0,2.667,5.333,4.667,4.667,2.667,3.667,2.333,15,12,56,39,39,12,22,9,26,81,133.1,136.1,2
2015,8,24,30551,30551.5,2483,24,3.0,1.667,1.667,1.667,1.667,1.0,1.667,0.667,15,6,6,6,6,4,6,3,6,81,127.7,130.6,2
2015,8,25,30552,30552.5,2483,25,2.0,2.333,2.0,1.667,1.0,1.667,2.667,2.333,7,9,7,6,4,6,12,9,8,69,121.2,123.9,2
2015,8,26,30553,30553.5,2483,26,3.0,3.333,3.0,4.0,4.0,4.667,4.667,4.667,15,18,15,27,27,39,39,39,27,47,126.2,128.9,2
2015,8,27,30554,30554.5,2483,27,4.667,6.333,5.667,4.0,4.0,4.667,4.0,6.333,39,94,67,27,27,39,27,94,52,55,110.2,112.5,2
2015,8,28,30555,30555.5,2484,1,5.333,4.667,3.0,3.0,5.0,5.333,5.667,4.0,56,39,15,15,48,56,67,27,40,44,109.1,111.3,2
2015,8,29,30556,30556.5,2484,2,4.333,2.667,2.0,3.333,1.667,2.667,2.667,2.0,32,12,7,18,6,12,12,7,13,56,100.1,102.1,2
2015,8,30,30557,30557.5,2484,3,1.667,0.667,1.0,0.667,0.333,0.667,1.0,1.333,6,3,4,3,2,3,4,5,4,56,91.6,93.4,2
2015,8,31,30558,30558.5,2484,4,1.333,1.0,0.333,0.667,0.667,1.0,1.667,1.667,5,4,2,3,3,4,6,6,4,35,91.0,92.7,2
2015,9,1,30559,30559.5,2484,5,1.667,1.0,0.667,1.333,1.0,0.667,1.0,1.667,6,4,3,5,4,3,4,6,4,43,89.0,90.7,2
2015,9,2,30560,30560.5,2484,6,2.0,1.333,0.667,0.333,1.667,2.333,3.0,2.333,7,5,3,2,6,9,15,9,7,36,88.2,89.8,2
2015,9,3,30561,30561.5,2484,7,2.0,2.667,1.333,1.0,1.0,1.667,1.667,3.333,7,12,5,4,4,6,6,18,8,29,86.5,88.0,2
2015,9,4,30562,30562.5,2484,8,4.333,4.0,4.333,3.333,3.333,2.333,2.333,2.667,32,27,32,18,18,9,9,12,20,37,89.9,91.5,2
2015,9,5,30563,30563.5,2484,9,1.667,2.333,2.667,2.0,2.333,3.667,3.667,2.0,6,9,12,7,9,22,22,7,12,27,85.4,86.8,2
2015,9,6,30564,30564.5,2484,10,2.333,2.667,2.667,2.667,3.0,2.333,4.0,2.0,9,12,12,12,15,9,27,7,13,43,85.6,86.9,2
2015,9,7,30565,30565.5,2484,11,2.333,3.0,3.667,2.667,4.667,6.333,5.667,6.333,9,15,22,12,39,94,67,94,44,44,83.7,85.0,2
2015,9,8,30566,30566.5,2484,12,6.0,5.333,2.667,1.333,2.0,2.0,1.667,3.667,80,56,12,5,7,7,6,22,24,42,83.5,84.7,2
2015,9,9,30567,30567.5,2484,13,4.0,5.667,6.0,6.0,5.333,4.667,5.667,5.333,27,67,80,80,56,39,67,56,59,57,82.3,83.5,2
2015,9,10,30568,30568.5,2484,14,2.667,1.0,1.667,1.0,2.0,3.333,4.333,3.0,12,4,6,4,7,18,32,15,12,46,83.5,84.6,2
2015,9,11,30569,30569.5,2484,15,3.0,4.0,7.0,6.333,5.667,6.667,3.0,3.667,15,27,132,94,67,111,15,22,60,81,92.8,94.1,2
2015,9,12,30570,30570.5,2484,16,4.0,3.0,4.333,3.667,2.667,2.333,1.333,1.667,27,15,32,22,12,9,5,6,16,89,99.1,100.4,2
2015,9,13,30571,30571.5,2484,17,1.0,1.333,1.667,2.667,2.0,3.667,3.333,2.667,4,5,6,12,7,22,18,12,11,83,98.8,100.0,2
2015,9,14,30572,30572.5,2484,18,2.0,2.0,1.667,2.333,2.0,4.667,4.0,2.667,7,7,6,9,7,39,27,12,14,56,96.5,97.7,2
2015,9,15,30573,30573.5,2484,19,4.0,3.333,2.333,3.333,3.667,3.0,2.333,3.0,27,18,9,18,22,15,9,15,17,68,101.1,102.2,2
2015,9,16,30574,30574.5,2484,20,2.333,2.667,2.0,1.333,2.333,3.333,2.667,3.333,9,12,7,5,9,18,12,18,11,86,109.4,110.6,2
2015,9,17,30575,30575.5,2484,21,4.333,2.333,2.333,2.333,1.333,0.667,0.333,2.667,32,9,9,9,5,3,2,12,10,75,106.8,107.9,2
2015,9,18,30576,30576.5,2484,22,2.0,2.0,3.333,2.667,3.0,2.0,3.0,2.333,7,7,18,12,15,7,15,9,11,71,102.8,103.8,2
2015,9,19,30577,30577.5,2484,23,3.667,4.0,4.667,2.667,1.667,0.333,1.0,3.0,22,27,39,12,6,2,4,15,16,64,105.7,106.7,2
2015,9,20,30578,30578.5,2484,24,3.0,4.667,7.0,5.333,4.333,5.0,2.667,3.0,15,39,132,56,32,48,12,15,44,65,110.4,111.3,2
2015,9,21,30579,30579.5,2484,25,3.333,2.667,1.667,2.333,1.667,1.667,1.0,1.0,18,12,6,9,6,6,4,4,8,78,103.4,104.2,2
2015,9,22,30580,30580.5,2484,26,2.333,2.333,3.667,1.667,2.667,2.0,1.667,1.333,9,9,22,6,12,7,6,5,10,86,107.0,107.8,2
2015,9,23,30581,30581.5,2484,27,1.333,1.667,3.333,3.0,2.333,3.667,3.333,1.333,5,6,18,15,9,22,18,5,12,96,110.7,111.4,2
2015,9,24,30582,30582.5,2485,1,2.667,2.333,1.667,1.0,1.0,1.0,1.667,2.333,12,9,6,4,4,4,6,9,7,101,106.8,107.4,2
2015,9,25,30583,30583.5,2485,2,2.0,1.667,1.333,2.333,3.0,0.667,0.333,1.333,7,6,5,9,15,3,2,5,6,152,119.8,120.5,2
2015,9,26,30584,30584.5,2485,3,1.333,0.667,0.333,0.333,0.333,1.667,2.0,1.333,5,3,2,2,2,6,7,5,4,162,120.2,120.8,2
2015,9,27,30585,30585.5,2485,4,0.667,1.0,0.667,0.333,0.333,0.333,1.333,1.333,3,4,3,2,2,2,5,5,3,169,127.5,128.1,2
2015,9,28,30586,30586.5,2485,5,1.0,0.667,0.0,0.333,0.667,1.0,1.333,1.667,4,3,0,2,3,4,5,6,3,156,124.0,124.5,2
2015,9,29,30587,30587.5,2485,6,2.333,2.667,1.333,1.333,0.0,0.333,0.333,0.667,9,12,5,5,0,2,2,3,5,120,129.2,129.6,2
2015,9,30,30588,30588.5,2485,7,0.0,0.0,0.0,0.667,0.667,0.333,0.333,0.667,0,0,0,3,3,2,2,3,2,95,131.1,131.5,2
2015,10,1,30589,30589.5,2485,8,1.0,1.0,1.333,1.0,2.667,3.667,3.0,3.333,4,4,5,4,12,22,15,18,10,93,119.7,120.0,2
2015,10,2,30590,30590.5,2485,9,2.667,3.667,3.667,2.333,2.667,2.333,2.0,1.667,12,22,22,9,12,9,7,6,12,62,107.4,107.6,2
2015,10,3,30591,30591.5,2485,10,2.0,3.333,2.667,1.667,2.0,2.667,2.333,1.333,7,18,12,6,7,12,9,5,10,51,96.9,97.0,2
2015,10,4,30592,30592.5,2485,11,3.667,4.333,4.0,2.333,2.667,1.667,2.0,3.667,22,32,27,9,12,6,7,22,17,22,88.3,88.3,2
2015,10,5,30593,30593.5,2485,12,3.667,3.667,3.667,5.0,3.0,1.333,1.667,2.0,22,22,22,48,15,5,6,7,18,20,82.6,82.6,2
2015,10,6,30594,30594.5,2485,13,2.333,3.667,2.667,1.667,3.0,3.333,4.333,4.333,9,22,12,6,15,18,32,32,18,26,81.4,81.3,2
2015,10,7,30595,30595.5,2485,14,3.667,6.0,5.667,5.0,5.0,6.333,7.333,6.0,22,80,67,48,48,94,154,80,74,33,80.5,80.4,2
2015,10,8,30596,30596.5,2485,15,4.667,5.667,5.667,4.333,5.0,4.667,4.667,4.333,39,67,67,32,48,39,39,32,45,37,79.7,79.5,2
2015,10,9,30597,30597.5,2485,16,4.0,3.667,2.667,3.333,4.667,4.667,4.333,4.0,27,22,12,18,39,39,32,27,27,26,81.2,81.0,2
2015,10,10,30598,30598.5,2485,17,3.333,3.0,3.333,1.667,1.667,2.667,1.333,2.0,18,15,18,6,6,12,5,7,11,13,81.4,81.2,2
2015,10,11,30599,30599.5,2485,18,3.667,2.667,1.333,1.333,2.667,2.333,3.0,3.0,22,12,5,5,12,9,15,15,12,30,84.6,84.3,2
2015,10,12,30600,30600.5,2485,19,1.0,2.667,2.667,4.0,3.333,5.0,3.667,4.0,4,12,12,27,18,48,22,27,21,53,89.1,88.7,2
2015,10,13,30601,30601.5,2485,20,2.0,3.667,4.333,4.333,2.333,4.0,4.333,4.333,7,22,32,32,9,27,32,32,24,65,95.6,95.2,2
2015,10,14,30602,30602.5,2485,21,4.0,4.333,4.0,4.0,3.667,2.667,3.0,2.333,27,32,27,27,22,12,15,9,21,57,100.7,100.2,2
2015,10,15,30603,30603.5,2485,22,2.667,2.0,2.0,2.0,1.333,1.333,2.0,2.667,12,7,7,7,5,5,7,12,8,55,106.8,106.1,2
2015,10,16,30604,30604.5,2485,23,2.667,2.667,1.667,1.0,1.667,1.333,0.333,1.333,12,12,6,4,6,5,2,5,6,59,109.1,108.4,2
2015,10,17,30605,30605.5,2485,24,2.0,2.667,1.667,2.0,2.333,2.333,3.667,1.667,7,12,6,7,9,9,22,6,10,79,116.6,115.8,2
2015,10,18,30606,30606.5,2485,25,3.0,3.0,3.667,4.667,3.333,3.667,2.333,2.333,15,15,22,39,18,22,9,9,19,75,119.5,118.6,2
2015,10,19,30607,30607.5,2485,26,0.0,1.667,1.0,1.0,1.0,0.667,1.0,1.0,0,6,4,4,4,3,4,4,4,94,123.7,122.7,2
2015,10,20,30608,30608.5,2485,27,2.0,2.667,1.667,1.667,2.333,2.0,2.333,2.333,7,12,6,6,9,7,9,9,8,95,122.8,121.7,2
2015,10,21,30609,30609.5,2486,1,1.0,2.333,1.667,3.333,3.667,2.0,2.0,1.333,4,9,6,18,22,7,7,5,10,89,129.0,127.8,2
2015,10,22,30610,30610.5,2486,2,1.0,0.667,1.667,0.333,0.667,1.667,2.0,1.333,4,3,6,2,3,6,7,5,4,107,120.5,119.3,2
2015,10,23,30611,30611.5,2486,3,2.333,0.667,0.667,1.0,1.667,2.0,1.333,2.0,9,3,3,4,6,7,5,7,6,94,114.9,113.7,2
2015,10,24,30612,30612.5,2486,4,2.333,2.667,2.333,0.667,0.667,0.667,3.667,2.667,9,12,9,3,3,3,22,12,9,78,106.3,105.2,2
2015,10,25,30613,30613.5,2486,5,2.0,1.667,2.333,1.333,2.667,1.667,0.667,0.667,7,6,9,5,12,6,3,3,6,67,106.4,105.2,2
2015,10,26,30614,30614.5,2486,6,0.333,0.0,0.667,0.333,0.333,0.0,0.333,0.0,2,0,3,2,2,0,2,0,1,78,106.2,104.9,2
2015,10,27,30615,30615.5,2486,7,0.0,0.333,0.333,0.667,1.333,0.333,1.0,2.0,0,2,2,3,5,2,4,7,3,67,110.1,108.7,2
2015,10,28,30616,30616.5,2486,8,0.0,1.0,0.0,0.0,0.0,0.333,0.0,0.0,0,4,0,0,0,2,0,0,1,81,112.2,110.7,2
2015,10,29,30617,30617.5,2486,9,0.333,0.0,0.667,1.0,0.667,0.667,1.333,2.333,2,0,3,4,3,3,5,9,4,93,112.9,111.4,2
2015,10,30,30618,30618.5,2486,10,2.333,0.667,0.333,1.333,2.667,3.0,1.667,3.0,9,3,2,5,12,15,6,15,8,88,121.2,119.5,2
2015,10,31,30619,30619.5,2486,11,0.333,0.333,0.667,1.333,2.0,1.667,2.0,2.667,2,2,3,5,7,6,7,12,6,86,118.5,116.7,2
2015,11,1,30620,30620.5,2486,12,1.333,3.333,2.333,2.333,3.0,1.667,2.333,0.667,5,18,9,9,15,6,9,3,9,85,124.3,122.4,2
2015,11,2,30621,30621.5,2486,13,0.333,0.0,0.333,0.333,2.667,2.333,0.0,1.333,2,0,2,2,12,9,0,5,4,101,122.0,120.1,2
2015,11,3,30622,30622.5,2486,14,2.333,3.333,5.0,4.667,4.333,4.333,4.667,3.333,9,18,48,39,32,32,39,18,29,82,124.2,122.2,2
2015,11,4,30623,30623.5,2486,15,4.333,5.333,5.0,4.333,5.0,2.667,2.333,2.0,32,56,48,32,48,12,9,7,30,100,113.8,112.0,2
2015,11,5,30624,30624.5,2486,16,2.333,1.667,3.667,3.333,2.667,4.0,3.0,3.0,9,6,22,18,12,27,15,15,16,82,109.9,108.1,2
2015,11,6,30625,30625.5,2486,17,3.667,2.0,2.0,2.333,2.0,1.333,4.0,4.333,22,7,7,9,7,5,27,32,14,78,115.2,113.2,2
2015,11,7,30626,30626.5,2486,18,4.667,6.0,6.0,4.667,4.0,3.333,3.333,1.0,39,80,80,39,27,18,18,4,38,82,115.0,112.9,2
2015,11,8,30627,30627.5,2486,19,1.333,0.667,0.667,2.0,3.333,3.0,4.333,4.0,5,3,3,7,18,15,32,27,14,75,107.7,105.7,2
2015,11,9,30628,30628.5,2486,20,4.0,3.667,4.0,3.667,3.0,3.667,4.0,4.667,27,22,27,22,15,22,27,39,25,66,107.6,105.6,2
2015,11,10,30629,30629.5,2486,21,4.333,4.0,5.0,5.333,5.333,4.333,3.667,3.667,32,27,48,56,56,32,22,22,37,71,105.4,103.3,2
2015,11,11,30630,30630.5,2486,22,4.667,3.0,4.0,3.0,3.667,4.333,3.667,1.333,39,15,27,15,22,32,22,5,22,61,105.0,102.9,2
2015,11,12,30631,30631.5,2486,23,1.0,0.333,1.333,1.667,0.667,1.0,0.667,1.0,4,2,5,6,3,4,3,4,4,60,103.5,101.4,2
2015,11,13,30632,30632.5,2486,24,1.667,1.333,1.0,2.333,3.0,3.667,3.667,3.667,6,5,4,9,15,22,22,22,13,49,102.9,100.8,2
2015,11,14,30633,30633.5,2486,25,3.0,2.333,2.0,2.0,2.0,1.333,1.333,2.333,15,9,7,7,7,5,5,9,8,39,106.3,104.1,2
2015,11,15,30634,30634.5,2486,26,2.0,2.333,1.333,2.0,1.333,1.333,2.0,3.0,7,9,5,7,5,5,7,15,8,56,105.8,103.5,2
2015,11,16,30635,30635.5,2486,27,3.333,2.667,2.333,2.333,3.0,2.667,2.333,2.667,18,12,9,9,15,12,9,12,12,38,105.6,103.2,2
2015,11,17,30636,30636.5,2487,1,1.667,3.0,1.0,1.333,0.667,2.667,2.667,1.667,6,15,4,5,3,12,12,6,8,34,107.1,104.6,2
2015,11,18,30637,30637.5,2487,2,0.667,2.667,1.667,2.333,2.0,3.0,3.667,5.0,3,12,6,9,7,15,22,48,15,30,107.6,105.1,2
2015,11,19,30638,30638.5,2487,3,3.667,2.0,1.667,3.0,1.667,0.333,1.0,0.333,22,7,6,15,6,2,4,2,8,41,108.1,105.6,2
2015,11,20,30639,30639.5,2487,4,0.333,1.0,2.333,2.333,0.333,0.0,0.0,1.0,2,4,9,9,2,0,0,4,4,55,111.0,108.4,2
2015,11,21,30640,30640.5,2487,5,2.0,1.0,0.333,0.333,0.0,0.0,0.333,0.333,7,4,2,2,0,0,2,2,2,58,122.2,119.2,2
2015,11,22,30641,30641.5,2487,6,0.667,0.667,0.667,0.0,0.0,0.333,0.333,0.0,3,3,3,0,0,2,2,0,2,71,122.9,119.9,2
2015,11,23,30642,30642.5,2487,7,0.0,0.0,0.667,0.0,0.667,0.0,0.333,0.333,0,0,3,0,3,0,2,2,1,56,119.7,116.7,2
2015,11,24,30643,30643.5,2487,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,59,113.2,110.3,2
2015,11,25,30644,30644.5,2487,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,61,109.0,106.2,2
2015,11,26,30645,30645.5,2487,10,0.0,0.0,0.0,0.0,0.0,0.333,1.333,1.0,0,0,0,0,0,2,5,4,1,65,103.9,101.2,2
2015,11,27,30646,30646.5,2487,11,2.333,3.0,1.667,1.333,1.0,1.0,0.667,1.333,9,15,6,5,4,4,3,5,6,61,98.9,96.3,2
2015,11,28,30647,30647.5,2487,12,1.0,1.0,0.667,1.333,2.333,1.0,2.333,2.667,4,4,3,5,9,4,9,12,6,51,96.6,94.0,2
2015,11,29,30648,30648.5,2487,13,1.0,1.0,1.667,1.667,2.0,1.667,3.0,3.0,4,4,6,6,7,6,15,15,8,51,95.5,92.9,2
2015,11,30,30649,30649.5,2487,14,3.0,3.333,5.0,3.667,2.333,1.667,2.333,2.333,15,18,48,22,9,6,9,9,17,47,95.7,93.1,2
2015,12,1,30650,30650.5,2487,15,2.333,3.0,1.0,2.0,3.0,3.667,2.667,3.667,9,15,4,7,15,22,12,22,13,32,94.6,91.9,2
2015,12,2,30651,30651.5,2487,16,2.0,2.0,2.667,1.333,2.333,2.333,1.667,1.667,7,7,12,5,9,9,6,6,8,49,95.3,92.6,2
2015,12,3,30652,30652.5,2487,17,1.0,1.333,1.0,0.333,0.333,0.333,1.0,1.333,4,5,4,2,2,2,4,5,4,36,94.5,91.8,2
2015,12,4,30653,30653.5,2487,18,1.0,2.333,1.333,0.333,0.333,0.667,0.333,1.667,4,9,5,2,2,3,2,6,4,33,97.6,94.8,2
2015,12,5,30654,30654.5,2487,19,1.333,1.333,3.667,3.667,2.333,3.333,3.333,3.0,5,5,22,22,9,18,18,15,14,50,100.5,97.6,2
2015,12,6,30655,30655.5,2487,20,2.0,4.0,2.667,4.333,4.333,3.667,3.667,3.667,7,27,12,32,32,22,22,22,22,54,102.2,99.3,2
2015,12,7,30656,30656.5,2487,21,3.333,3.667,3.333,3.333,3.667,3.667,3.667,2.333,18,22,18,18,22,22,22,9,19,61,100.7,97.8,2
2015,12,8,30657,30657.5,2487,22,3.667,2.667,1.667,2.667,2.667,1.333,1.0,2.333,22,12,6,12,12,5,4,9,10,60,111.2,107.9,2
2015,12,9,30658,30658.5,2487,23,2.333,2.667,0.333,1.0,1.333,2.333,3.333,1.667,9,12,2,4,5,9,18,6,8,78,108.8,105.5,2
2015,12,10,30659,30659.5,2487,24,3.333,5.0,3.667,3.333,2.667,3.667,3.667,4.0,18,48,22,18,12,22,22,27,24,82,108.5,105.2,2
2015,12,11,30660,30660.5,2487,25,4.0,3.0,2.667,3.333,3.0,4.333,3.333,3.0,27,15,12,18,15,32,18,15,19,83,113.7,110.3,2
2015,12,12,30661,30661.5,2487,26,2.667,3.333,2.667,1.667,2.0,2.333,2.0,2.0,12,18,12,6,7,9,7,7,10,83,116.7,113.1,2
2015,12,13,30662,30662.5,2487,27,2.667,2.667,2.0,2.0,1.667,1.0,0.333,0.667,12,12,7,7,6,4,2,3,7,81,122.5,118.7,2
2015,12,14,30663,30663.5,2488,1,2.0,2.0,0.667,1.0,3.0,4.333,4.667,5.333,7,7,3,4,15,32,39,56,20,86,124.0,120.2,2
2015,12,15,30664,30664.5,2488,2,4.667,3.667,2.333,1.667,3.0,3.333,1.333,2.667,39,22,9,6,15,18,5,12,16,65,118.9,115.2,2
2015,12,16,30665,30665.5,2488,3,3.667,3.0,0.333,0.333,0.0,0.333,0.333,0.333,22,15,2,2,0,2,2,2,6,63,126.2,122.2,2
2015,12,17,30666,30666.5,2488,4,0.333,0.333,0.333,1.0,1.333,2.0,3.667,2.0,2,2,2,4,5,7,22,7,6,56,117.8,114.0,2
2015,12,18,30667,30667.5,2488,5,1.667,0.667,1.333,0.667,0.667,0.667,0.667,2.667,6,3,5,3,3,3,3,12,5,54,117.1,113.3,2
2015,12,19,30668,30668.5,2488,6,1.0,0.667,0.333,0.667,1.0,3.333,3.667,4.0,4,3,2,3,4,18,22,27,10,49,119.0,115.2,2
2015,12,20,30669,30669.5,2488,7,4.0,6.0,5.667,4.333,5.333,6.333,6.667,6.333,27,80,67,32,56,94,111,94,70,22,116.6,112.8,2
2015,12,21,30670,30670.5,2488,8,6.667,6.0,5.0,3.667,3.0,2.333,1.333,3.0,111,80,48,22,15,9,5,15,38,18,121.7,117.8,2
2015,12,22,30671,30671.5,2488,9,2.667,2.0,3.333,4.333,2.333,1.0,2.333,2.333,12,7,18,32,9,4,9,9,12,72,130.1,125.8,2
2015,12,23,30672,30672.5,2488,10,2.0,2.333,1.667,2.0,2.333,2.0,2.667,3.333,7,9,6,7,9,7,12,18,9,68,133.9,129.5,2
2015,12,24,30673,30673.5,2488,11,2.333,2.667,3.333,1.667,2.667,2.0,2.667,2.333,9,12,18,6,12,7,12,9,11,69,132.7,128.4,2
2015,12,25,30674,30674.5,2488,12,2.333,2.0,2.333,2.0,1.667,1.667,2.0,1.667,9,7,9,7,6,6,7,6,7,76,126.4,122.3,2
2015,12,26,30675,30675.5,2488,13,2.667,2.0,2.0,2.333,3.333,3.0,2.333,4.333,12,7,7,9,18,15,9,32,14,65,117.4,113.5,2
2015,12,27,30676,30676.5,2488,14,2.667,2.0,2.333,2.333,3.0,2.333,2.0,2.0,12,7,9,9,15,9,7,7,9,67,110.3,106.7,2
